PGA (g),PoE (IO CCP),PoE (IO Experimental),PoE (IO NBC 205 2024),PoE (LS CCP),PoE (LS Experimental),PoE (LS NBC 205 2024),PoE (CP CCP),PoE (CP Experimental),PoE (CP NBC 205 2024)
1.613613614,0.9999998838,0.9999968596,1,0.9999274213,0.9104591749,0.9999641014,0.9821850365,0.6062965562,0.9508470452
1.615615616,0.9999998856,0.9999969077,1,0.9999282591,0.9107453886,0.9999648387,0.9822860887,0.6068711322,0.9512288973
1.617617618,0.9999998874,0.9999969549,1,0.9999290867,0.9110305678,0.9999655608,0.9823865271,0.6074447645,0.9516079062
1.61961962,0.9999998892,0.9999970014,1,0.9999299043,0.9113147167,0.9999662679,0.9824863558,0.6080174544,0.9519840914
1.621621622,0.9999998909,0.9999970472,1,0.999930712,0.9115978394,0.9999669605,0.9825855786,0.6085892033,0.952357472
1.623623624,0.9999998926,0.9999970922,1,0.9999315099,0.91187994,0.9999676387,0.9826841994,0.6091600127,0.9527280673
1.625625626,0.9999998943,0.9999971366,1,0.9999322983,0.9121610225,0.999968303,0.9827822221,0.6097298841,0.9530958961
1.627627628,0.9999998959,0.9999971802,1,0.9999330771,0.9124410911,0.9999689535,0.9828796506,0.6102988188,0.9534609774
1.62962963,0.9999998975,0.9999972231,1,0.9999338465,0.9127201497,0.9999695906,0.9829764886,0.6108668183,0.9538233301
1.631631632,0.9999998991,0.9999972654,1,0.9999346067,0.9129982024,0.9999702145,0.98307274,0.6114338841,0.9541829728
1.633633634,0.9999999007,0.999997307,1,0.9999353577,0.9132752531,0.9999708256,0.9831684085,0.6120000176,0.9545399241
1.635635636,0.9999999022,0.9999973479,1,0.9999360997,0.9135513059,0.999971424,0.9832634979,0.6125652202,0.9548942025
1.637637638,0.9999999037,0.9999973882,1,0.9999368327,0.9138263647,0.9999720101,0.9833580119,0.6131294934,0.9552458264
1.63963964,0.9999999052,0.9999974279,1,0.999937557,0.9141004334,0.9999725842,0.9834519541,0.6136928386,0.9555948141
1.641641642,0.9999999067,0.9999974669,1,0.9999382725,0.9143735161,0.9999731463,0.9835453283,0.6142552572,0.9559411837
1.643643644,0.9999999081,0.9999975053,1,0.9999389794,0.9146456166,0.9999736969,0.9836381381,0.6148167508,0.9562849534
1.645645646,0.9999999095,0.9999975432,1,0.9999396779,0.9149167388,0.9999742361,0.9837303871,0.6153773207,0.9566261412
1.647647648,0.9999999109,0.9999975804,1,0.999940368,0.9151868866,0.9999747642,0.9838220789,0.6159369683,0.9569647648
1.64964965,0.9999999123,0.999997617,1,0.9999410498,0.9154560639,0.9999752814,0.9839132171,0.6164956951,0.9573008421
1.651651652,0.9999999137,0.9999976531,1,0.9999417234,0.9157242746,0.9999757879,0.9840038051,0.6170535026,0.9576343908
1.653653654,0.999999915,0.9999976886,1,0.999942389,0.9159915224,0.999976284,0.9840938467,0.6176103921,0.9579654284
1.655655656,0.9999999163,0.9999977235,1,0.9999430466,0.9162578111,0.9999767698,0.9841833451,0.6181663652,0.9582939723
1.657657658,0.9999999176,0.9999977579,1,0.9999436963,0.9165231447,0.9999772456,0.984272304,0.6187214232,0.95862004
1.65965966,0.9999999188,0.9999977918,1,0.9999443383,0.9167875268,0.9999777117,0.9843607267,0.6192755676,0.9589436488
1.661661662,0.9999999201,0.9999978251,1,0.9999449726,0.9170509613,0.9999781681,0.9844486167,0.6198287997,0.9592648157
1.663663664,0.9999999213,0.9999978579,1,0.9999455993,0.9173134518,0.9999786151,0.9845359775,0.6203811212,0.9595835578
1.665665666,0.9999999225,0.9999978902,1,0.9999462185,0.9175750022,0.9999790529,0.9846228123,0.6209325333,0.9598998922
1.667667668,0.9999999237,0.999997922,1,0.9999468304,0.9178356161,0.9999794816,0.9847091245,0.6214830375,0.9602138356
1.66966967,0.9999999249,0.9999979533,1,0.999947435,0.9180952973,0.9999799015,0.9847949175,0.6220326353,0.9605254049
1.671671672,0.999999926,0.9999979841,1,0.9999480323,0.9183540495,0.9999803128,0.9848801946,0.622581328,0.9608346167
1.673673674,0.9999999272,0.9999980144,1,0.9999486226,0.9186118763,0.9999807156,0.9849649591,0.6231291172,0.9611414876
1.675675676,0.9999999283,0.9999980442,1,0.9999492058,0.9188687814,0.9999811101,0.9850492143,0.6236760041,0.961446034
1.677677678,0.9999999294,0.9999980736,1,0.999949782,0.9191247684,0.9999814965,0.9851329633,0.6242219904,0.9617482724
1.67967968,0.9999999304,0.9999981025,1,0.9999503515,0.9193798409,0.9999818749,0.9852162095,0.6247670773,0.9620482189
1.681681682,0.9999999315,0.999998131,1,0.9999509141,0.9196340027,0.9999822456,0.9852989561,0.6253112663,0.9623458898
1.683683684,0.9999999326,0.999998159,1,0.9999514701,0.9198872572,0.9999826085,0.9853812061,0.6258545589,0.9626413012
1.685685686,0.9999999336,0.9999981866,1,0.9999520195,0.9201396081,0.9999829641,0.9854629628,0.6263969565,0.962934469
1.687687688,0.9999999346,0.9999982138,1,0.9999525623,0.9203910589,0.9999833123,0.9855442294,0.6269384605,0.9632254091
1.68968969,0.9999999356,0.9999982406,1,0.9999530988,0.9206416131,0.9999836533,0.9856250089,0.6274790722,0.9635141374
1.691691692,0.9999999366,0.9999982669,1,0.9999536288,0.9208912744,0.9999839873,0.9857053045,0.6280187933,0.9638006695
1.693693694,0.9999999375,0.9999982928,1,0.9999541526,0.9211400462,0.9999843144,0.9857851192,0.628557625,0.964085021
1.695695696,0.9999999385,0.9999983183,1,0.9999546702,0.9213879321,0.9999846348,0.9858644561,0.6290955687,0.9643672074
1.697697698,0.9999999394,0.9999983434,1,0.9999551817,0.9216349355,0.9999849487,0.9859433182,0.629632626,0.9646472441
1.6996997,0.9999999403,0.9999983682,1,0.9999556871,0.9218810599,0.999985256,0.9860217085,0.6301687983,0.9649251465
1.701701702,0.9999999412,0.9999983925,1,0.9999561865,0.9221263088,0.999985557,0.9860996301,0.6307040869,0.9652009298
1.703703704,0.9999999421,0.9999984165,1,0.9999566801,0.9223706856,0.9999858519,0.9861770859,0.6312384932,0.965474609
1.705705706,0.999999943,0.9999984401,1,0.9999571678,0.9226141938,0.9999861407,0.9862540789,0.6317720188,0.9657461993
1.707707708,0.9999999439,0.9999984633,1,0.9999576497,0.9228568367,0.9999864235,0.986330612,0.6323046649,0.9660157156
1.70970971,0.9999999447,0.9999984862,1,0.999958126,0.9230986178,0.9999867005,0.9864066881,0.6328364331,0.9662831727
1.711711712,0.9999999455,0.9999985088,1,0.9999585967,0.9233395405,0.9999869719,0.9864823101,0.6333673247,0.9665485854
1.713713714,0.9999999464,0.9999985309,1,0.9999590618,0.9235796081,0.9999872376,0.986557481,0.6338973412,0.9668119684
1.715715716,0.9999999472,0.9999985528,1,0.9999595214,0.9238188241,0.9999874979,0.9866322036,0.6344264839,0.9670733362
1.717717718,0.999999948,0.9999985743,1,0.9999599757,0.9240571917,0.9999877528,0.9867064806,0.6349547543,0.9673327033
1.71971972,0.9999999487,0.9999985954,1,0.9999604246,0.9242947143,0.9999880025,0.986780315,0.6354821539,0.9675900841
1.721721722,0.9999999495,0.9999986163,1,0.9999608682,0.9245313952,0.9999882471,0.9868537095,0.6360086839,0.9678454929
1.723723724,0.9999999503,0.9999986368,1,0.9999613066,0.9247672377,0.9999884866,0.986926667,0.6365343458,0.968098944
1.725725726,0.999999951,0.999998657,1,0.9999617398,0.9250022451,0.9999887213,0.9869991901,0.637059141,0.9683504514
1.727727728,0.9999999518,0.9999986769,1,0.999962168,0.9252364208,0.9999889511,0.9870712817,0.637583071,0.9686000292
1.72972973,0.9999999525,0.9999986965,1,0.9999625912,0.9254697678,0.9999891761,0.9871429445,0.6381061371,0.9688476914
1.731731732,0.9999999532,0.9999987158,1,0.9999630093,0.9257022895,0.9999893966,0.9872141811,0.6386283408,0.9690934517
1.733733734,0.9999999539,0.9999987348,1,0.9999634226,0.9259339892,0.9999896125,0.9872849944,0.6391496834,0.969337324
1.735735736,0.9999999546,0.9999987535,1,0.9999638311,0.92616487,0.999989824,0.9873553868,0.6396701663,0.969579322
1.737737738,0.9999999553,0.9999987719,1,0.9999642348,0.9263949352,0.9999900312,0.9874253612,0.640189791,0.9698194592
1.73973974,0.9999999559,0.99999879,1,0.9999646337,0.926624188,0.9999902341,0.9874949201,0.6407085589,0.9700577491
1.741741742,0.9999999566,0.9999988079,1,0.999965028,0.9268526314,0.9999904329,0.9875640663,0.6412264713,0.9702942053
1.743743744,0.9999999572,0.9999988255,1,0.9999654177,0.9270802688,0.9999906275,0.9876328021,0.6417435296,0.9705288409
1.745745746,0.9999999579,0.9999988428,1,0.9999658028,0.9273071033,0.9999908182,0.9877011304,0.6422597353,0.9707616693
1.747747748,0.9999999585,0.9999988598,1,0.9999661834,0.9275331379,0.999991005,0.9877690536,0.6427750898,0.9709927036
1.74974975,0.9999999591,0.9999988766,1,0.9999665596,0.9277583759,0.9999911879,0.9878365743,0.6432895944,0.971221957
1.751751752,0.9999999597,0.9999988932,1,0.9999669314,0.9279828203,0.9999913671,0.987903695,0.6438032506,0.9714494423
1.753753754,0.9999999603,0.9999989094,1,0.9999672989,0.9282064742,0.9999915426,0.9879704182,0.6443160596,0.9716751726
1.755755756,0.9999999609,0.9999989255,1,0.9999676621,0.9284293408,0.9999917145,0.9880367465,0.644828023,0.9718991606
1.757757758,0.9999999615,0.9999989413,1,0.9999680211,0.9286514231,0.9999918829,0.9881026824,0.6453391421,0.9721214191
1.75975976,0.9999999621,0.9999989568,1,0.9999683759,0.9288727242,0.9999920478,0.9881682282,0.6458494184,0.9723419608
1.761761762,0.9999999626,0.9999989721,1,0.9999687265,0.9290932471,0.9999922094,0.9882333865,0.6463588531,0.9725607982
1.763763764,0.9999999632,0.9999989872,1,0.9999690731,0.9293129948,0.9999923676,0.9882981598,0.6468674477,0.9727779438
1.765765766,0.9999999637,0.999999002,1,0.9999694157,0.9295319704,0.9999925226,0.9883625503,0.6473752036,0.9729934101
1.767767768,0.9999999643,0.9999990167,1,0.9999697543,0.9297501769,0.9999926744,0.9884265606,0.6478821221,0.9732072093
1.76976977,0.9999999648,0.9999990311,1,0.9999700889,0.9299676173,0.9999928232,0.988490193,0.6483882046,0.9734193538
1.771771772,0.9999999653,0.9999990453,1,0.9999704197,0.9301842946,0.9999929688,0.9885534498,0.6488934526,0.9736298557
1.773773774,0.9999999658,0.9999990592,1,0.9999707466,0.9304002117,0.9999931115,0.9886163336,0.6493978674,0.9738387271
1.775775776,0.9999999663,0.999999073,1,0.9999710698,0.9306153717,0.9999932513,0.9886788465,0.6499014504,0.97404598
1.777777778,0.9999999668,0.9999990865,1,0.9999713892,0.9308297773,0.9999933882,0.9887409909,0.6504042029,0.9742516263
1.77977978,0.9999999673,0.9999990999,1,0.9999717049,0.9310434317,0.9999935223,0.9888027692,0.6509061264,0.974455678
1.781781782,0.9999999678,0.999999113,1,0.999972017,0.9312563377,0.9999936537,0.9888641836,0.6514072222,0.9746581467
1.783783784,0.9999999683,0.9999991259,1,0.9999723255,0.9314684982,0.9999937824,0.9889252364,0.6519074917,0.9748590442
1.785785786,0.9999999688,0.9999991387,1,0.9999726304,0.9316799162,0.9999939084,0.9889859298,0.6524069363,0.9750583821
1.787787788,0.9999999692,0.9999991512,1,0.9999729317,0.9318905944,0.9999940319,0.9890462662,0.6529055572,0.9752561719
1.78978979,0.9999999697,0.9999991636,1,0.9999732296,0.9321005359,0.9999941528,0.9891062478,0.6534033561,0.9754524251
1.791791792,0.9999999701,0.9999991758,1,0.9999735241,0.9323097434,0.9999942713,0.9891658767,0.653900334,0.9756471531
1.793793794,0.9999999705,0.9999991878,1,0.9999738152,0.9325182198,0.9999943873,0.9892251552,0.6543964926,0.9758403672
1.795795796,0.999999971,0.9999991996,1,0.9999741029,0.9327259679,0.999994501,0.9892840855,0.654891833,0.9760320787
1.797797798,0.9999999714,0.9999992112,1,0.9999743873,0.9329329906,0.9999946124,0.9893426698,0.6553863568,0.9762222986
1.7997998,0.9999999718,0.9999992227,1,0.9999746684,0.9331392906,0.9999947214,0.9894009102,0.6558800651,0.9764110382
1.801801802,0.9999999722,0.999999234,1,0.9999749463,0.9333448709,0.9999948283,0.9894588089,0.6563729595,0.9765983083
1.803803804,0.9999999726,0.9999992451,1,0.999975221,0.9335497341,0.9999949329,0.9895163679,0.6568650413,0.97678412
1.805805806,0.999999973,0.999999256,1,0.9999754925,0.9337538831,0.9999950355,0.9895735895,0.6573563118,0.976968484
1.807807808,0.9999999734,0.9999992668,1,0.999975761,0.9339573206,0.9999951359,0.9896304758,0.6578467724,0.9771514113
1.80980981,0.9999999738,0.9999992774,1,0.9999760263,0.9341600493,0.9999952343,0.9896870287,0.6583364244,0.9773329124
1.811811812,0.9999999742,0.9999992879,1,0.9999762886,0.9343620721,0.9999953307,0.9897432505,0.6588252693,0.9775129982
1.813813814,0.9999999746,0.9999992982,1,0.9999765479,0.9345633916,0.9999954251,0.9897991431,0.6593133083,0.977691679
1.815815816,0.999999975,0.9999993083,1,0.9999768042,0.9347640106,0.9999955176,0.9898547087,0.6598005428,0.9778689654
1.817817818,0.9999999753,0.9999993183,1,0.9999770576,0.9349639318,0.9999956081,0.9899099492,0.6602869742,0.9780448679
1.81981982,0.9999999757,0.9999993282,1,0.9999773081,0.9351631578,0.9999956969,0.9899648667,0.6607726038,0.9782193968
1.821821822,0.999999976,0.9999993379,1,0.9999775557,0.9353616914,0.9999957838,0.9900194632,0.6612574329,0.9783925624
1.823823824,0.9999999764,0.9999993474,1,0.9999778005,0.9355595353,0.999995869,0.9900737407,0.661741463,0.9785643749
1.825825826,0.9999999767,0.9999993569,1,0.9999780425,0.9357566921,0.9999959524,0.9901277012,0.6622246954,0.9787348445
1.827827828,0.9999999771,0.9999993661,1,0.9999782817,0.9359531644,0.9999960341,0.9901813467,0.6627071313,0.9789039812
1.82982983,0.9999999774,0.9999993753,1,0.9999785182,0.9361489549,0.9999961142,0.9902346791,0.6631887722,0.979071795
1.831831832,0.9999999777,0.9999993843,1,0.999978752,0.9363440663,0.9999961926,0.9902877003,0.6636696194,0.9792382959
1.833833834,0.999999978,0.9999993931,1,0.9999789831,0.9365385011,0.9999962695,0.9903404123,0.6641496742,0.9794034938
1.835835836,0.9999999784,0.9999994018,1,0.9999792116,0.9367322619,0.9999963447,0.9903928171,0.664628938,0.9795673983
1.837837838,0.9999999787,0.9999994104,1,0.9999794375,0.9369253515,0.9999964185,0.9904449164,0.6651074121,0.9797300194
1.83983984,0.999999979,0.9999994189,1,0.9999796608,0.9371177723,0.9999964907,0.9904967123,0.6655850979,0.9798913666
1.841841842,0.9999999793,0.9999994273,1,0.9999798815,0.9373095269,0.9999965615,0.9905482066,0.6660619966,0.9800514496
1.843843844,0.9999999796,0.9999994355,1,0.9999800998,0.9375006179,0.9999966308,0.9905994012,0.6665381096,0.9802102779
1.845845846,0.9999999799,0.9999994436,1,0.9999803156,0.9376910478,0.9999966987,0.9906502979,0.6670134383,0.9803678608
1.847847848,0.9999999802,0.9999994516,1,0.9999805289,0.9378808192,0.9999967652,0.9907008986,0.667487984,0.980524208
1.84984985,0.9999999805,0.9999994594,1,0.9999807398,0.9380699347,0.9999968304,0.9907512052,0.6679617479,0.9806793286
1.851851852,0.9999999807,0.9999994672,1,0.9999809483,0.9382583967,0.9999968942,0.9908012193,0.6684347315,0.980833232
1.853853854,0.999999981,0.9999994748,1,0.9999811545,0.9384462077,0.9999969568,0.9908509429,0.668906936,0.9809859273
1.855855856,0.9999999813,0.9999994823,1,0.9999813583,0.9386333703,0.9999970181,0.9909003778,0.6693783628,0.9811374238
1.857857858,0.9999999816,0.9999994897,1,0.9999815598,0.938819887,0.9999970781,0.9909495257,0.6698490133,0.9812877304
1.85985986,0.9999999818,0.999999497,1,0.999981759,0.9390057602,0.9999971369,0.9909983884,0.6703188886,0.9814368562
1.861861862,0.9999999821,0.9999995042,1,0.9999819559,0.9391909924,0.9999971945,0.9910469677,0.6707879902,0.9815848102
1.863863864,0.9999999823,0.9999995113,1,0.9999821507,0.939375586,0.9999972509,0.9910952653,0.6712563193,0.9817316012
1.865865866,0.9999999826,0.9999995182,1,0.9999823432,0.9395595436,0.9999973062,0.991143283,0.6717238773,0.9818772381
1.867867868,0.9999999829,0.9999995251,1,0.9999825335,0.9397428675,0.9999973604,0.9911910225,0.6721906655,0.9820217295
1.86986987,0.9999999831,0.9999995319,1,0.9999827217,0.9399255603,0.9999974135,0.9912384855,0.6726566852,0.9821650844
1.871871872,0.9999999833,0.9999995385,1,0.9999829078,0.9401076242,0.9999974655,0.9912856737,0.6731219377,0.9823073111
1.873873874,0.9999999836,0.9999995451,1,0.9999830918,0.9402890617,0.9999975164,0.9913325889,0.6735864244,0.9824484184
1.875875876,0.9999999838,0.9999995516,1,0.9999832737,0.9404698752,0.9999975663,0.9913792326,0.6740501464,0.9825884148
1.877877878,0.999999984,0.999999558,1,0.9999834535,0.9406500672,0.9999976152,0.9914256067,0.6745131052,0.9827273087
1.87987988,0.9999999843,0.9999995643,1,0.9999836314,0.9408296399,0.9999976631,0.9914717127,0.6749753021,0.9828651086
1.881881882,0.9999999845,0.9999995704,1,0.9999838072,0.9410085958,0.99999771,0.9915175522,0.6754367383,0.9830018226
1.883883884,0.9999999847,0.9999995765,1,0.999983981,0.9411869372,0.999997756,0.9915631271,0.6758974151,0.9831374593
1.885885886,0.9999999849,0.9999995826,1,0.9999841529,0.9413646664,0.9999978011,0.9916084387,0.6763573339,0.9832720267
1.887887888,0.9999999852,0.9999995885,1,0.9999843228,0.9415417858,0.9999978452,0.9916534889,0.6768164959,0.983405533
1.88988989,0.9999999854,0.9999995943,1,0.9999844909,0.9417182978,0.9999978884,0.9916982792,0.6772749025,0.9835379863
1.891891892,0.9999999856,0.9999996001,1,0.999984657,0.9418942046,0.9999979308,0.9917428111,0.6777325549,0.9836693948
1.893893894,0.9999999858,0.9999996057,1,0.9999848213,0.9420695086,0.9999979723,0.9917870864,0.6781894545,0.9837997662
1.895895896,0.999999986,0.9999996113,1,0.9999849838,0.9422442121,0.999998013,0.9918311065,0.6786456024,0.9839291087
1.897897898,0.9999999862,0.9999996168,1,0.9999851444,0.9424183173,0.9999980528,0.991874873,0.6791010001,0.9840574301
1.8998999,0.9999999864,0.9999996222,1,0.9999853032,0.9425918265,0.9999980918,0.9919183876,0.6795556488,0.9841847381
1.901901902,0.9999999866,0.9999996276,1,0.9999854603,0.9427647421,0.9999981301,0.9919616516,0.6800095498,0.9843110406
1.903903904,0.9999999868,0.9999996328,1,0.9999856155,0.9429370662,0.9999981675,0.9920046668,0.6804627044,0.9844363453
1.905905906,0.9999999869,0.999999638,1,0.9999857691,0.9431088011,0.9999982042,0.9920474345,0.6809151138,0.9845606598
1.907907908,0.9999999871,0.9999996431,1,0.9999859209,0.9432799491,0.9999982402,0.9920899564,0.6813667794,0.9846839917
1.90990991,0.9999999873,0.9999996482,1,0.999986071,0.9434505125,0.9999982754,0.9921322339,0.6818177024,0.9848063485
1.911911912,0.9999999875,0.9999996531,1,0.9999862195,0.9436204933,0.9999983099,0.9921742685,0.6822678841,0.9849277378
1.913913914,0.9999999877,0.999999658,1,0.9999863663,0.9437898939,0.9999983438,0.9922160617,0.6827173257,0.985048167
1.915915916,0.9999999878,0.9999996628,1,0.9999865114,0.9439587165,0.9999983769,0.9922576151,0.6831660287,0.9851676434
1.917917918,0.999999988,0.9999996676,1,0.999986655,0.9441269632,0.9999984094,0.99229893,0.6836139941,0.9852861744
1.91991992,0.9999999882,0.9999996722,1,0.9999867969,0.9442946363,0.9999984412,0.9923400079,0.6840612234,0.9854037673
1.921921922,0.9999999883,0.9999996769,1,0.9999869373,0.9444617378,0.9999984724,0.9923808503,0.6845077177,0.9855204292
1.923923924,0.9999999885,0.9999996814,1,0.999987076,0.9446282701,0.9999985029,0.9924214586,0.6849534784,0.9856361675
1.925925926,0.9999999887,0.9999996859,1,0.9999872133,0.9447942353,0.9999985328,0.9924618342,0.6853985067,0.985750989
1.927927928,0.9999999888,0.9999996903,1,0.999987349,0.9449596354,0.9999985621,0.9925019786,0.6858428039,0.985864901
1.92992993,0.999999989,0.9999996946,1,0.9999874832,0.9451244727,0.9999985909,0.9925418932,0.6862863712,0.9859779105
1.931931932,0.9999999891,0.9999996989,1,0.9999876159,0.9452887493,0.999998619,0.9925815794,0.6867292099,0.9860900243
1.933933934,0.9999999893,0.9999997031,1,0.9999877472,0.9454524673,0.9999986466,0.9926210385,0.6871713212,0.9862012495
1.935935936,0.9999999894,0.9999997073,1,0.999987877,0.9456156288,0.9999986736,0.992660272,0.6876127065,0.9863115929
1.937937938,0.9999999896,0.9999997114,1,0.9999880053,0.945778236,0.9999987001,0.9926992813,0.6880533669,0.9864210612
1.93993994,0.9999999897,0.9999997154,1,0.9999881322,0.9459402909,0.999998726,0.9927380677,0.6884933038,0.9865296614
1.941941942,0.9999999899,0.9999997194,1,0.9999882577,0.9461017957,0.9999987514,0.9927766325,0.6889325184,0.9866374
1.943943944,0.99999999,0.9999997233,1,0.9999883818,0.9462627524,0.9999987764,0.9928149772,0.6893710119,0.9867442837
1.945945946,0.9999999902,0.9999997272,1,0.9999885046,0.946423163,0.9999988008,0.992853103,0.6898087856,0.9868503192
1.947947948,0.9999999903,0.999999731,1,0.999988626,0.9465830297,0.9999988247,0.9928910113,0.6902458407,0.986955513
1.94994995,0.9999999904,0.9999997348,1,0.999988746,0.9467423546,0.9999988481,0.9929287034,0.6906821786,0.9870598717
1.951951952,0.9999999906,0.9999997385,1,0.9999888647,0.9469011396,0.9999988711,0.9929661807,0.6911178003,0.9871634017
1.953953954,0.9999999907,0.9999997421,1,0.9999889821,0.9470593868,0.9999988936,0.9930034444,0.6915527072,0.9872661094
1.955955956,0.9999999908,0.9999997457,1,0.9999890982,0.9472170982,0.9999989156,0.9930404958,0.6919869005,0.9873680012
1.957957958,0.999999991,0.9999997492,1,0.9999892131,0.9473742759,0.9999989372,0.9930773363,0.6924203815,0.9874690834
1.95995996,0.9999999911,0.9999997527,1,0.9999893266,0.9475309218,0.9999989584,0.9931139671,0.6928531514,0.9875693624
1.961961962,0.9999999912,0.9999997562,1,0.9999894389,0.9476870381,0.9999989791,0.9931503895,0.6932852114,0.9876688443
1.963963964,0.9999999913,0.9999997596,1,0.99998955,0.9478426266,0.9999989994,0.9931866047,0.6937165627,0.9877675354
1.965965966,0.9999999915,0.9999997629,1,0.9999896598,0.9479976893,0.9999990193,0.9932226141,0.6941472067,0.9878654418
1.967967968,0.9999999916,0.9999997662,1,0.9999897684,0.9481522284,0.9999990388,0.9932584188,0.6945771445,0.9879625696
1.96996997,0.9999999917,0.9999997694,1,0.9999898759,0.9483062456,0.9999990579,0.9932940201,0.6950063773,0.9880589248
1.971971972,0.9999999918,0.9999997726,1,0.9999899821,0.9484597431,0.9999990767,0.9933294192,0.6954349064,0.9881545135
1.973973974,0.9999999919,0.9999997758,1,0.9999900872,0.9486127227,0.999999095,0.9933646174,0.695862733,0.9882493416
1.975975976,0.999999992,0.9999997789,1,0.9999901911,0.9487651863,0.999999113,0.9933996159,0.6962898584,0.9883434151
1.977977978,0.9999999921,0.999999782,1,0.9999902939,0.948917136,0.9999991307,0.9934344159,0.6967162837,0.9884367397
1.97997998,0.9999999923,0.999999785,1,0.9999903956,0.9490685737,0.9999991479,0.9934690185,0.6971420102,0.9885293215
1.981981982,0.9999999924,0.999999788,1,0.9999904961,0.9492195013,0.9999991648,0.9935034251,0.6975670391,0.9886211661
1.983983984,0.9999999925,0.9999997909,1,0.9999905956,0.9493699207,0.9999991814,0.9935376367,0.6979913716,0.9887122793
1.985985986,0.9999999926,0.9999997938,1,0.9999906939,0.9495198338,0.9999991977,0.9935716546,0.6984150089,0.9888026668
1.987987988,0.9999999927,0.9999997966,1,0.9999907912,0.9496692426,0.9999992136,0.9936054799,0.6988379523,0.9888923342
1.98998999,0.9999999928,0.9999997994,1,0.9999908874,0.9498181488,0.9999992292,0.9936391138,0.6992602029,0.9889812873
1.991991992,0.9999999929,0.9999998022,1,0.9999909825,0.9499665545,0.9999992445,0.9936725574,0.699681762,0.9890695314
1.993993994,0.999999993,0.9999998049,1,0.9999910767,0.9501144614,0.9999992595,0.9937058119,0.7001026307,0.9891570723
1.995995996,0.9999999931,0.9999998076,1,0.9999911697,0.9502618715,0.9999992742,0.9937388785,0.7005228104,0.9892439154
1.997997998,0.9999999932,0.9999998103,1,0.9999912618,0.9504087866,0.9999992886,0.9937717582,0.7009423021,0.9893300662
2,0.9999999933,0.9999998129,1,0.9999913529,0.9505552086,0.9999993027,0.9938044523,0.7013611071,0.98941553
