PGA (g),PoE (IO CCP),PoE (IO Experimental),PoE (IO NBC 205 2024),PoE (LS CCP),PoE (LS Experimental),PoE (LS NBC 205 2024),PoE (CP CCP),PoE (CP Experimental),PoE (CP NBC 205 2024)
0,3.01E-181,1.53E-240,0,8.43E-190,1.98E-81,0,5.53E-133,9.30E-65,0
0.002002002002,6.39E-27,1.78E-39,6.12E-163,4.69E-32,1.05E-16,2.28E-114,1.92E-25,3.27E-15,4.60E-78
0.004004004004,8.04E-20,9.23E-30,2.98E-122,2.30E-24,2.48E-13,9.73E-89,6.07E-20,1.73E-12,6.53E-62
0.006006006006,3.32E-16,9.62E-25,3.42E-101,2.21E-20,1.49E-11,2.81E-75,4.67E-17,4.92E-11,2.37E-53
0.008008008008,7.05E-14,1.76E-21,1.77E-87,8.71E-18,2.24E-10,2.06E-66,3.70E-15,4.60E-10,1.12E-47
0.01001001001,3.28E-12,4.05E-19,1.54E-77,6.63E-16,1.64E-09,6.27E-60,9.07E-14,2.40E-09,1.68E-43
0.01201201201,6.17E-11,2.67E-17,7.12E-70,1.88E-14,7.71E-09,6.94E-55,1.09E-12,8.79E-09,3.09E-40
0.01401401401,6.40E-10,7.73E-16,1.04E-63,2.77E-13,2.71E-08,8.47E-51,8.17E-12,2.54E-08,1.40E-37
0.01601601602,4.36E-09,1.25E-14,1.31E-58,2.57E-12,7.78E-08,2.17E-47,4.38E-11,6.19E-08,2.35E-35
0.01801801802,2.19E-08,1.32E-13,2.73E-54,1.69E-11,1.91E-07,1.74E-44,1.83E-10,1.33E-07,1.88E-33
0.02002002002,8.70E-08,9.99E-13,1.43E-50,8.62E-11,4.17E-07,5.72E-42,6.34E-10,2.60E-07,8.52E-32
0.02202202202,2.87E-07,5.85E-12,2.52E-47,3.57E-10,8.30E-07,9.32E-40,1.89E-09,4.69E-07,2.46E-30
0.02402402402,8.20E-07,2.79E-11,1.86E-44,1.25E-09,1.53E-06,8.59E-38,4.97E-09,7.96E-07,4.92E-29
0.02602602603,2.07E-06,1.12E-10,6.66E-42,3.84E-09,2.65E-06,4.96E-36,1.18E-08,1.28E-06,7.28E-28
0.02802802803,4.75E-06,3.90E-10,1.32E-39,1.05E-08,4.37E-06,1.94E-34,2.59E-08,1.98E-06,8.38E-27
0.03003003003,1.00E-05,1.20E-09,1.57E-37,2.61E-08,6.87E-06,5.44E-33,5.29E-08,2.94E-06,7.79E-26
0.03203203203,1.96E-05,3.36E-09,1.22E-35,5.99E-08,1.04E-05,1.15E-31,1.02E-07,4.24E-06,6.03E-25
0.03403403403,3.62E-05,8.59E-09,6.53E-34,1.28E-07,1.53E-05,1.90E-30,1.85E-07,5.95E-06,3.98E-24
0.03603603604,6.33E-05,2.03E-08,2.53E-32,2.58E-07,2.18E-05,2.54E-29,3.23E-07,8.14E-06,2.29E-23
0.03803803804,0.0001057059769,4.51E-08,7.40E-31,4.91E-07,3.03E-05,2.81E-28,5.40E-07,1.09E-05,1.16E-22
0.04004004004,0.0001695197474,9.42E-08,1.69E-29,8.94E-07,4.13E-05,2.64E-27,8.73E-07,1.43E-05,5.31E-22
0.04204204204,0.000262246532,1.87E-07,3.08E-28,1.56E-06,5.50E-05,2.14E-26,1.37E-06,1.85E-05,2.20E-21
0.04404404404,0.0003929097464,3.53E-07,4.62E-27,2.62E-06,7.21E-05,1.52E-25,2.08E-06,2.36E-05,8.38E-21
0.04604604605,0.0005720591198,6.40E-07,5.80E-26,4.26E-06,9.30E-05,9.55E-25,3.08E-06,2.97E-05,2.95E-20
0.04804804805,0.0008117424014,1.12E-06,6.20E-25,6.71E-06,0.0001182489022,5.40E-24,4.47E-06,3.68E-05,9.66E-20
0.05005005005,0.001125428153,1.89E-06,5.74E-24,1.03E-05,0.0001483653212,2.77E-23,6.34E-06,4.52E-05,2.97E-19
0.05205205205,0.001527883268,3.09E-06,4.66E-23,1.54E-05,0.0001839444874,1.30E-22,8.84E-06,5.49E-05,8.62E-19
0.05405405405,0.002035010776,4.92E-06,3.36E-22,2.25E-05,0.0002255805995,5.63E-22,1.21E-05,6.61E-05,2.37E-18
0.05605605606,0.002663654823,7.62E-06,2.17E-21,3.23E-05,0.0002738842233,2.26E-21,1.63E-05,7.89E-05,6.21E-18
0.05805805806,0.003431380505,1.15E-05,1.26E-20,4.54E-05,0.0003294793084,8.49E-21,2.17E-05,9.35E-05,1.55E-17
0.06006006006,0.004356236508,1.71E-05,6.73E-20,6.27E-05,0.0003930002701,2.99E-20,2.84E-05,0.0001098379052,3.73E-17
0.06206206206,0.005456508367,2.48E-05,3.29E-19,8.52E-05,0.0004650891624,9.93E-20,3.67E-05,0.0001282215384,8.62E-17
0.06406406406,0.006750469687,3.54E-05,1.48E-18,0.0001140375872,0.0005463929618,3.12E-19,4.70E-05,0.0001487388385,1.92E-16
0.06606606607,0.008256137951,4.96E-05,6.22E-18,0.0001505734138,0.0006375609782,9.35E-19,5.94E-05,0.0001715261998,4.14E-16
0.06806806807,0.009991040675,6.83E-05,2.43E-17,0.0001962658688,0.0007392424029,2.67E-18,7.44E-05,0.000196720343,8.64E-16
0.07007007007,0.01197199671,9.28E-05,8.95E-17,0.0002527683267,0.0008520840036,7.29E-18,9.24E-05,0.0002244579903,1.75E-15
0.07207207207,0.01421491648,0.0001242883593,3.10E-16,0.0003219075883,0.00097672797,1.91E-17,0.000113686018,0.000254875562,3.46E-15
0.07407407407,0.01673462402,0.0001643148464,1.02E-15,0.000405684193,0.001113809912,4.83E-17,0.0001387351341,0.0002881088938,6.66E-15
0.07607607608,0.01954470275,0.0002146051437,3.16E-15,0.0005062707401,0.001263957015,1.18E-16,0.000168009018,0.0003242929754,1.25E-14
0.07807807808,0.022657366,0.0002771090727,9.38E-15,0.000626008249,0.001427786342,2.77E-16,0.000201997552,0.0003635617076,2.30E-14
0.08008008008,0.02608335281,0.0003540064212,2.66E-14,0.0007674006242,0.001605903291,6.31E-16,0.000241218731,0.0004060476802,4.14E-14
0.08208208208,0.02983184857,0.0004477121676,7.21E-14,0.0009331073235,0.001798900197,1.40E-15,0.0002862177208,0.0004518819668,7.29E-14
0.08408408408,0.03391042981,0.0005608791438,1.88E-13,0.001125934353,0.002007355074,3.00E-15,0.0003375657591,0.0005011939386,1.26E-13
0.08608608609,0.03832503187,0.0006963980327,4.71E-13,0.001348823732,0.002231830491,6.29E-15,0.0003958589136,0.0005541110936,2.14E-13
0.08808808809,0.04307993802,0.0008573946564,1.14E-12,0.001604841594,0.002472872584,1.28E-14,0.000461716713,0.0006107589027,3.58E-13
0.09009009009,0.04817778803,0.00104722456,2.67E-12,0.001897165091,0.002731010187,2.56E-14,0.0005357806657,0.0006712606709,5.87E-13
0.09209209209,0.05361960454,0.001269464944,6.03E-12,0.002229068291,0.003006754079,4.99E-14,0.0006187126807,0.0007357374121,9.51E-13
0.09409409409,0.05940483503,0.001527904048,1.33E-11,0.002603907243,0.003300596345,9.51E-14,0.0007111934074,0.0008043077382,1.52E-12
0.0960960961,0.06553140733,0.001826528122,2.83E-11,0.003025104402,0.003613009842,1.78E-13,0.0008139205073,0.0008770877601,2.38E-12
0.0980980981,0.07199579677,0.002169506157,5.86E-11,0.003496132595,0.003944447753,3.25E-13,0.0009276068725,0.0009541910013,3.70E-12
0.1001001001,0.07879310294,0.002561172588,1.19E-10,0.004020498699,0.004295343245,5.85E-13,0.001052978804,0.001035728322,5.67E-12
0.1021021021,0.08591713405,0.003006008177,2.34E-10,0.004601727209,0.004666109203,1.03E-12,0.001190774163,0.001121807856,8.59E-12
0.1041041041,0.09336049741,0.003508619342,4.50E-10,0.005243343834,0.005057138043,1.79E-12,0.001341740508,0.001212534951,1.29E-11
0.1061061061,0.1011146941,0.00407371617,8.47E-10,0.005948859297,0.005468801599,3.06E-12,0.001506633226,0.001308012128,1.90E-11
0.1081081081,0.1091702164,0.00470608938,1.56E-09,0.00672175345,0.005901451076,5.15E-12,0.001686213673,0.001408339039,2.79E-11
0.1101101101,0.1175166469,0.005410586503,2.82E-09,0.007565459828,0.006355417064,8.53E-12,0.00188124733,0.001513612439,4.04E-11
0.1121121121,0.1261427578,0.00619208754,4.98E-09,0.008483350769,0.006831009609,1.39E-11,0.00209250198,0.001623926166,5.81E-11
0.1141141141,0.135036609,0.007055480345,8.65E-09,0.009478723169,0.007328518332,2.25E-11,0.002320745925,0.00173937112,8.27E-11
0.1161161161,0.1441856452,0.008005635989,1.47E-08,0.01055478498,0.007848212597,3.58E-11,0.002566746238,0.001860035258,1.17E-10
0.1181181181,0.1535767898,0.009047384324,2.47E-08,0.01171464247,0.008390341721,5.62E-11,0.002831267063,0.001986003589,1.63E-10
0.1201201201,0.1631965359,0.01018548998,4.07E-08,0.01296128842,0.008955135217,8.72E-11,0.003115067966,0.002117358173,2.26E-10
0.1221221221,0.1730310338,0.01142462895,6.61E-08,0.01429759109,0.009542803077,1.34E-10,0.003418902346,0.002254178134,3.11E-10
0.1241241241,0.1830661738,0.01276936607,1.06E-07,0.01572628424,0.01015353608,2.03E-10,0.003743515902,0.002396539664,4.25E-10
0.1261261261,0.1932876654,0.01422413331,1.66E-07,0.01724995803,0.01078750613,3.05E-10,0.004089645167,0.002544516043,5.77E-10
0.1281281281,0.2036811106,0.01579320934,2.58E-07,0.0188710509,0.01144486661,4.53E-10,0.004458016112,0.002698177656,7.76E-10
0.1301301301,0.2142320733,0.01748070023,3.96E-07,0.0205918424,0.01212575277,6.66E-10,0.004849342813,0.002857592016,1.04E-09
0.1321321321,0.2249261435,0.01929052146,5.99E-07,0.02241444703,0.01283028212,9.71E-10,0.005264326196,0.003022823788,1.38E-09
0.1341341341,0.235748996,0.02122638148,8.94E-07,0.02434080898,0.01355855485,1.40E-09,0.005703652852,0.003193934819,1.82E-09
0.1361361361,0.2466864448,0.02329176656,1.32E-06,0.0263726978,0.01431065425,2.01E-09,0.006167993922,0.003370984172,2.39E-09
0.1381381381,0.2577244923,0.02548992736,1.93E-06,0.02851170502,0.01508664711,2.85E-09,0.006658004058,0.00355402815,3.12E-09
0.1401401401,0.2688493735,0.0278238669,2.78E-06,0.03075924158,0.01588658425,4.01E-09,0.007174320464,0.003743120343,4.04E-09
0.1421421421,0.2800475958,0.03029633021,3.97E-06,0.03311653615,0.01671050087,5.60E-09,0.007717561997,0.003938311654,5.21E-09
0.1441441441,0.2913059744,0.03290979553,5.60E-06,0.03558463425,0.01755841709,7.76E-09,0.008288328354,0.004139650346,6.69E-09
0.1461461461,0.3026116631,0.03566646699,7.84E-06,0.03816439811,0.01843033835,1.07E-08,0.008887199318,0.004347182079,8.54E-09
0.1481481481,0.313952181,0.03856826894,1.09E-05,0.04085650724,0.01932625588,1.46E-08,0.009514734087,0.004560949949,1.08E-08
0.1501501502,0.3253154359,0.04161684173,1.49E-05,0.04366145974,0.0202461472,1.97E-08,0.01017147066,0.004780994538,1.37E-08
0.1521521522,0.3366897432,0.0448135389,2.03E-05,0.0465795742,0.02118997653,2.66E-08,0.01085792531,0.005007353947,1.72E-08
0.1541541542,0.348063842,0.0481594258,2.73E-05,0.04961099218,0.02215769527,3.56E-08,0.01157459207,0.005240063849,2.16E-08
0.1561561562,0.3594269075,0.0516552796,3.65E-05,0.05275568122,0.02314924245,4.73E-08,0.01232194238,0.005479157529,2.69E-08
0.1581581582,0.370768561,0.05530159048,4.85E-05,0.05601343843,0.02416454521,6.25E-08,0.01310042468,0.005724665934,3.34E-08
0.1601601602,0.3820788767,0.05909856407,6.38E-05,0.05938389444,0.02520351918,8.21E-08,0.01391046416,0.005976617712,4.13E-08
0.1621621622,0.393348386,0.06304612502,8.33E-05,0.06286651778,0.026266069,1.07E-07,0.0147524625,0.006235039266,5.09E-08
0.1641641642,0.4045680796,0.06714392159,0.0001079532917,0.06646061965,0.02735208869,1.39E-07,0.01562679768,0.006499954793,6.24E-08
0.1661661662,0.4157294078,0.0713913312,0.0001389571791,0.070165359,0.02846146214,1.80E-07,0.01653382392,0.006771386336,7.63E-08
0.1681681682,0.4268242781,0.07578746695,0.0001776356262,0.07397974787,0.02959406347,2.31E-07,0.0174738715,0.00704935383,9.29E-08
0.1701701702,0.4378450517,0.08033118482,0.0002255673854,0.07790265701,0.03074975751,2.95E-07,0.01844724682,0.007333875143,1.13E-07
0.1721721722,0.4487845385,0.0850210917,0.0002845831174,0.08193282168,0.03192840014,3.76E-07,0.01945423237,0.007624966131,1.36E-07
0.1741741742,0.4596359901,0.08985555402,0.0003567914623,0.0860688476,0.03312983877,4.75E-07,0.02049508681,0.007922640678,1.64E-07
0.1761761762,0.4703930925,0.09483270697,0.0004446054769,0.0903092171,0.03435391265,5.99E-07,0.02157004505,0.008226910743,1.97E-07
0.1781781782,0.4810499567,0.09995046419,0.0005507690685,0.0946522953,0.03560045331,7.51E-07,0.02267931841,0.008537786409,2.36E-07
0.1801801802,0.4916011094,0.1052065279,0.0006783830112,0.0990963364,0.03686928492,9.37E-07,0.02382309478,0.008855275923,2.81E-07
0.1821821822,0.5020414824,0.1105983994,0.0008309301005,0.10363949,0.03816022465,1.17E-06,0.02500153881,0.009179385748,3.35E-07
0.1841841842,0.5123664011,0.1161233899,0.001012298974,0.1082798076,0.03947308303,1.44E-06,0.02621479222,0.009510120601,3.97E-07
0.1861861862,0.5225715728,0.1217786313,0.001226806111,0.1130152486,0.04080766431,1.78E-06,0.02746297398,0.009847483502,4.69E-07
0.1881881882,0.5326530749,0.1275610874,0.001479215502,0.117843687,0.0421637668,2.18E-06,0.02874618065,0.01019147582,5.54E-07
0.1901901902,0.5426073417,0.1334675654,0.001774755509,0.1227629175,0.04354118316,2.67E-06,0.03006448672,0.01054209729,6.51E-07
0.1921921922,0.5524311522,0.1394947269,0.002119132402,0.1277706615,0.04493970078,3.25E-06,0.03141794493,0.01089934612,7.64E-07
0.1941941942,0.5621216167,0.1456390993,0.002518540124,0.1328645736,0.04635910206,3.95E-06,0.03280658661,0.01126321895,8.93E-07
0.1961961962,0.5716761638,0.151897087,0.002979665838,0.1380422474,0.04779916473,4.78E-06,0.03423042214,0.01163371096,1.04E-06
0.1981981982,0.5810925274,0.1582649826,0.003509690858,0.1433012215,0.04925966213,5.76E-06,0.03568944128,0.01201081588,1.21E-06
0.2002002002,0.5903687334,0.1647389778,0.00411628662,0.148638985,0.0507403635,6.91E-06,0.03718361364,0.01239452602,1.41E-06
0.2022022022,0.5995030866,0.1713151744,0.004807605405,0.1540529835,0.05224103427,8.28E-06,0.03871288907,0.01278483236,1.63E-06
0.2042042042,0.608494158,0.177989595,0.005592265579,0.1595406244,0.05376143632,9.88E-06,0.04027719816,0.01318172452,1.89E-06
0.2062062062,0.6173407718,0.1847581931,0.006479331217,0.1650992823,0.05530132824,1.17E-05,0.04187645266,0.01358519085,2.18E-06
0.2082082082,0.6260419929,0.1916168635,0.007478286017,0.1707263041,0.05686046558,1.39E-05,0.04351054594,0.01399521846,2.50E-06
0.2102102102,0.6345971144,0.1985614523,0.008599001515,0.176419014,0.05843860112,1.65E-05,0.04517935352,0.01441179324,2.87E-06
0.2122122122,0.6430056456,0.2055877662,0.009851699697,0.1821747183,0.06003548505,1.94E-05,0.04688273349,0.01483489989,3.29E-06
0.2142142142,0.6512673005,0.2126915821,0.01124691016,0.1879907103,0.06165086526,2.28E-05,0.04862052704,0.01526452201,3.76E-06
0.2162162162,0.6593819853,0.2198686555,0.01279542207,0.1938642744,0.06328448753,2.67E-05,0.05039255895,0.01570064206,4.29E-06
0.2182182182,0.6673497884,0.2271147297,0.01450823126,0.1997926907,0.06493609573,3.13E-05,0.05219863808,0.01614324145,4.89E-06
0.2202202202,0.6751709686,0.2344255438,0.0163964829,0.2057732388,0.06660543207,3.64E-05,0.05403855786,0.01659230056,5.56E-06
0.2222222222,0.6828459447,0.2417968406,0.01847141004,0.211803202,0.06829223724,4.23E-05,0.05591209682,0.01704779875,6.30E-06
0.2242242242,0.6903752856,0.2492243739,0.02074426883,0.2178798709,0.06999625065,4.91E-05,0.05781901909,0.01750971442,7.14E-06
0.2262262262,0.6977597002,0.256703916,0.0232262708,0.2240005469,0.07171721058,5.68E-05,0.05975907487,0.01797802505,8.07E-06
0.2282282282,0.7050000278,0.2642312644,0.02592851278,0.2301625458,0.07345485438,6.55E-05,0.06173200097,0.01845270719,9.10E-06
0.2302302302,0.7120972293,0.271802248,0.02886190539,0.2363632004,0.07520891863,7.54E-05,0.06373752129,0.01893373652,1.03E-05
0.2322322322,0.7190523778,0.2794127335,0.03203710049,0.2425998644,0.07697913929,8.66E-05,0.06577534732,0.0194210879,1.15E-05
0.2342342342,0.7258666508,0.2870586306,0.03546441848,0.2488699145,0.07876525188,9.93E-05,0.06784517863,0.01991473534,1.29E-05
0.2362362362,0.7325413216,0.2947358977,0.03915377607,0.2551707533,0.08056699163,0.0001134619237,0.0699467034,0.02041465209,1.45E-05
0.2382382382,0.7390777518,0.302440547,0.0431146153,0.2614998119,0.0823840936,0.0001294168284,0.07207959884,0.02092081062,1.62E-05
0.2402402402,0.7454773839,0.3101686485,0.0473558344,0.2678545519,0.08421629285,0.0001472970597,0.07424353172,0.0214331827,1.81E-05
0.2422422422,0.7517417341,0.3179163347,0.05188572131,0.2742324682,0.08606332454,0.0001672937882,0.07643815882,0.02195173937,2.02E-05
0.2442442442,0.7578723856,0.3256798046,0.05671189026,0.2806310902,0.08792492409,0.0001896125648,0.07866312744,0.022476451,2.25E-05
0.2462462462,0.7638709821,0.333455327,0.06184122232,0.2870479842,0.08980082729,0.0002144739671,0.08091807581,0.02300728731,2.51E-05
0.2482482482,0.769739222,0.341239244,0.06727981015,0.2934807551,0.09169077039,0.000242114241,0.08320263357,0.0235442174,2.78E-05
0.2502502503,0.7754788524,0.3490279737,0.07303290769,0.2999270476,0.09359449027,0.0002727859335,0.08551642223,0.02408720975,3.09E-05
0.2522522523,0.7810916633,0.3568180134,0.07910488508,0.3063845479,0.09551172449,0.0003067585148,0.08785905562,0.02463623228,3.42E-05
0.2542542543,0.786579483,0.3646059413,0.08549918929,0.3128509851,0.09744221141,0.0003443189851,0.0902301403,0.02519125235,3.78E-05
0.2562562563,0.7919441728,0.3723884193,0.09221831069,0.319324132,0.09938569032,0.0003857724652,0.09262927597,0.02575223679,4.18E-05
0.2582582583,0.7971876223,0.3801621941,0.09926375585,0.3258018065,0.1013419015,0.0004314427667,0.09505605596,0.02631915192,4.61E-05
0.2602602603,0.8023117453,0.3879240995,0.1066360267,0.3322818723,0.1033105862,0.0004816729385,0.09751006758,0.02689196357,5.07E-05
0.2622622623,0.8073184753,0.3956710571,0.1143346064,0.3387622397,0.1052914871,0.0005368257874,0.09999089252,0.02747063711,5.58E-05
0.2642642643,0.8122097621,0.403400078,0.1223579513,0.3452408665,0.1072843478,0.0005972843696,0.1024981073,0.02805513745,6.14E-05
0.2662662663,0.8169875675,0.4111082631,0.1307034901,0.3517157582,0.1092889135,0.0006634524498,0.1050312836,0.0286454291,6.73E-05
0.2682682683,0.8216538624,0.4187928041,0.1393676287,0.3581849691,0.1113049306,0.0007357549254,0.1075899886,0.02924147613,7.38E-05
0.2702702703,0.8262106234,0.426450984,0.148345762,0.3646466021,0.1133321471,0.0008146382128,0.1101737856,0.02984324227,8.08E-05
0.2722722723,0.8306598297,0.4340801771,0.1576322914,0.3710988092,0.1153703125,0.0009005705939,0.1127822339,0.03045069083,8.84E-05
0.2742742743,0.8350034606,0.4416778492,0.1672206483,0.377539792,0.1174191777,0.0009940425184,0.1154148897,0.03106378482,9.66E-05
0.2762762763,0.8392434923,0.4492415577,0.1771033231,0.3839678012,0.1194784956,0.001095566862,0.1180713059,0.03168248689,0.0001054150785
0.2782782783,0.8433818962,0.456768951,0.1872718996,0.3903811375,0.1215480204,0.001205679135,0.1207510329,0.03230675938,0.0001149141989
0.2802802803,0.8474206361,0.4642577686,0.1977170936,0.3967781508,0.1236275084,0.001324937642,0.1234536188,0.03293656434,0.000125135474
0.2822822823,0.8513616663,0.4717058399,0.2084287971,0.4031572406,0.1257167176,0.001453923592,0.1261786094,0.03357186352,0.0001361228628
0.2842842843,0.8552069296,0.4791110841,0.2193961252,0.4095168556,0.1278154076,0.001593241149,0.1289255489,0.03421261845,0.0001479222435
0.2862862863,0.8589583556,0.4864715092,0.2306074673,0.4158554937,0.1299233402,0.001743517433,0.1316939799,0.03485879036,0.0001605814545
0.2882882883,0.8626178591,0.493785211,0.2420505416,0.4221717016,0.1320402791,0.001905402457,0.1344834441,0.03551034027,0.0001741503341
0.2902902903,0.8661873381,0.5010503722,0.2537124514,0.4284640744,0.1341659898,0.002079569017,0.1372934821,0.03616722899,0.0001886807594
0.2922922923,0.8696686733,0.5082652613,0.2655797444,0.4347312554,0.1363002398,0.00226671251,0.1401236339,0.03682941711,0.000204226683
0.2942942943,0.873063726,0.5154282315,0.2776384731,0.4409719357,0.1384427989,0.002467550701,0.1429734391,0.03749686504,0.0002208441696
0.2962962963,0.8763743375,0.522537719,0.2898742566,0.4471848535,0.1405934386,0.002682823426,0.1458424374,0.038169533,0.0002385914299
0.2982982983,0.8796023277,0.5295922423,0.3022723434,0.4533687938,0.1427519328,0.002913292232,0.1487301683,0.03884738107,0.0002575288538
0.3003003003,0.8827494945,0.5365904001,0.3148176742,0.4595225878,0.1449180572,0.00315973996,0.151636172,0.03953036915,0.0002777190417
0.3023023023,0.8858176125,0.5435308705,0.3274949445,0.4656451123,0.14709159,0.003422970264,0.1545599891,0.04021845702,0.0002992268341
0.3043043043,0.8888084328,0.5504124089,0.3402886673,0.4717352892,0.1492723113,0.003703807066,0.157501161,0.04091160434,0.0003221193393
0.3063063063,0.8917236821,0.5572338466,0.3531832341,0.4777920847,0.1514600035,0.00400309396,0.1604592303,0.04160977063,0.0003464659598
0.3083083083,0.8945650618,0.5639940896,0.3661629755,0.4838145089,0.1536544511,0.004321693546,0.1634337408,0.04231291535,0.0003723384162
0.3103103103,0.8973342481,0.5706921162,0.3792122194,0.4898016147,0.1558554409,0.004660486707,0.1664242375,0.04302099782,0.0003998107694
0.3123123123,0.9000328912,0.5773269759,0.392315348,0.4957524976,0.1580627618,0.005020371835,0.1694302674,0.04373397732,0.0004289594409
0.3143143143,0.9026626149,0.5838977875,0.4054568522,0.5016662944,0.1602762051,0.005402263993,0.1724513789,0.04445181303,0.0004598632308
0.3163163163,0.9052250165,0.5904037373,0.4186213841,0.5075421832,0.1624955643,0.005807094025,0.1754871226,0.0451744641,0.0004926033337
0.3183183183,0.9077216664,0.5968440774,0.4317938064,0.5133793818,0.164720635,0.006235807613,0.1785370513,0.0459018896,0.000527263353
0.3203203203,0.9101541079,0.6032181241,0.4449592393,0.5191771477,0.1669512154,0.00668936428,0.18160072,0.04663404858,0.0005639293118
0.3223223223,0.9125238574,0.6095252561,0.4581031046,0.5249347768,0.1691871056,0.007168736349,0.184677686,0.04737090005,0.0006026896627
0.3243243243,0.9148324038,0.6157649122,0.4712111664,0.5306516027,0.1714281082,0.007674907848,0.1877675096,0.04811240302,0.0006436352947
0.3263263263,0.9170812089,0.6219365906,0.484269569,0.5363269963,0.173674028,0.008208873376,0.1908697535,0.04885851645,0.0006868595379
0.3283283283,0.9192717069,0.6280398459,0.4972648717,0.5419603643,0.1759246721,0.008771636926,0.1939839833,0.04960919933,0.0007324581658
0.3303303303,0.9214053052,0.6340742884,0.5101840796,0.5475511492,0.1781798499,0.009364210665,0.1971097678,0.05036441063,0.0007805293952
0.3323323323,0.9234833835,0.6400395817,0.5230146721,0.5530988277,0.1804393731,0.009987613679,0.2002466787,0.05112410936,0.0008311738839
0.3343343343,0.925507295,0.6459354413,0.5357446277,0.5586029106,0.1827030557,0.01064287069,0.2033942912,0.05188825451,0.0008844947255
0.3363363363,0.9274783654,0.6517616325,0.5483624453,0.5640629414,0.1849707138,0.01133101072,0.2065521836,0.05265680515,0.0009405974425
0.3383383383,0.929397894,0.6575179691,0.5608571631,0.5694784958,0.187242166,0.01205306579,0.2097199376,0.05342972033,0.0009995899759
0.3403403403,0.9312671534,0.6632043117,0.5732183736,0.574849181,0.1895172331,0.01281006947,0.2128971389,0.05420695919,0.001061582673
0.3423423423,0.9330873898,0.6688205655,0.585436236,0.5801746345,0.1917957381,0.01360305557,0.2160833762,0.05498848088,0.001126688274
0.3443443443,0.9348598232,0.6743666792,0.5975014855,0.5854545237,0.1940775064,0.01443305667,0.2192782425,0.05577424464,0.001195021892
0.3463463463,0.936585648,0.6798426432,0.6094054402,0.590688545,0.1963623655,0.01530110273,0.2224813342,0.05656420975,0.001266700996
0.3483483483,0.9382660326,0.6852484881,0.6211400043,0.5958764226,0.1986501452,0.01620821964,0.2256922518,0.05735833557,0.001341845387
0.3503503504,0.9399021203,0.6905842827,0.6326976702,0.6010179084,0.2009406776,0.01715542775,0.2289105998,0.05815658152,0.001420577174
0.3523523524,0.9414950295,0.695850133,0.6440715166,0.6061127808,0.203233797,0.01814374048,0.2321359866,0.05895890711,0.001503020747
0.3543543544,0.9430458536,0.7010461805,0.6552552056,0.6111608438,0.20552934,0.01917416281,0.2353680246,0.05976527194,0.001589302749
0.3563563564,0.9445556618,0.7061726003,0.666242977,0.6161619268,0.2078271452,0.02024768986,0.2386063306,0.0605756357,0.001679552041
0.3583583584,0.9460254992,0.7112296002,0.6770296406,0.6211158833,0.2101270536,0.02136530544,0.2418505255,0.06138995817,0.00177389967
0.3603603604,0.9474563873,0.7162174192,0.687610567,0.6260225902,0.2124289083,0.02252798061,0.2451002344,0.06220819924,0.001872478831
0.3623623624,0.9488493241,0.7211363256,0.6979816762,0.6308819475,0.2147325546,0.02373667228,0.2483550868,0.06303031891,0.00197542483
0.3643643644,0.9502052849,0.7259866163,0.7081394255,0.6356938772,0.2170378401,0.02499232176,0.2516147164,0.06385627726,0.002082875043
0.3663663664,0.951525222,0.7307686147,0.7180807953,0.6404583225,0.2193446143,0.0262958534,0.2548787613,0.06468603454,0.002194968869
0.3683683684,0.9528100657,0.7354826704,0.7278032735,0.6451752474,0.221652729,0.0276481732,0.2581468642,0.06551955107,0.00231184769
0.3703703704,0.9540607245,0.7401291567,0.7373048398,0.6498446361,0.223962038,0.02905016749,0.2614186721,0.06635678732,0.002433654817
0.3723723724,0.9552780852,0.7447084706,0.7465839483,0.6544664916,0.2262723975,0.03050270157,0.2646938365,0.0671977039,0.002560535446
0.3743743744,0.9564630136,0.7492210304,0.7556395094,0.6590408361,0.2285836655,0.03200661847,0.2679720134,0.06804226152,0.002692636603
0.3763763764,0.9576163548,0.7536672757,0.764470871,0.6635677093,0.2308957023,0.03356273764,0.2712528634,0.06889042105,0.002830107092
0.3783783784,0.9587389335,0.7580476652,0.7730777995,0.6680471685,0.23320837,0.03517185375,0.2745360514,0.0697421435,0.002973097434
0.3803803804,0.9598315544,0.7623626762,0.7814604602,0.6724792877,0.235521533,0.0368347355,0.2778212471,0.07059739001,0.003121759819
0.3823823824,0.9608950027,0.7666128033,0.7896193971,0.6768641567,0.2378350577,0.03855212447,0.2811081247,0.07145612189,0.003276248038
0.3843843844,0.9619300445,0.7707985576,0.7975555127,0.6812018812,0.2401488124,0.04032473401,0.2843963629,0.07231830057,0.003436717423
0.3863863864,0.9629374267,0.7749204653,0.8052700484,0.6854925815,0.2424626675,0.04215324817,0.2876856451,0.07318388767,0.003603324789
0.3883883884,0.9639178782,0.778979067,0.8127645633,0.6897363922,0.2447764955,0.04403832068,0.2909756593,0.07405284493,0.003776228365
0.3903903904,0.9648721095,0.7829749164,0.8200409149,0.6939334616,0.2470901706,0.04598057399,0.2942660979,0.07492513427,0.003955587728
0.3923923924,0.9658008136,0.78690858,0.8271012386,0.6980839514,0.2494035692,0.04798059831,0.2975566581,0.07580071777,0.004141563736
