Sample no,RSN,fc (MPa),fy (MPa),Ab (m2),Ac (m2),Lx (m),Ly (m),Lz (m),Nx,Ny,Nz,Ap (m2),AR,Kfc,ρ,Tm (sec),PGA (g),PGV (cm/sec),PGV/PGA (sec),A RMS (g),V RMS (cm/sec),IA,CAV (cm/sec),Tpred (sec),Dsig (sec),Sa(T1) (g),T1 (s),T2 (s),T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR,Max_Park_Ang_DI_storey,Park_Ang_DI
1,5117,20,500,0.08875,0.1225,3,3,2.9,3,3,2,81,1,1.52,0.0180545,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.93133,0.24282,0.24282,0.21219,0.38611,0.28115,0.27683,903.423,0.45,0.423,0,0,0.45,0,0
1,5259,20,500,0.08875,0.1225,3,3,2.9,3,3,2,81,1,1.52,0.0180545,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.61077,0.24282,0.24282,0.21219,0.33875,0.26851,0.25734,590.98,0.244,0.244,0,0,0.244,0,0
1,5470,20,500,0.08875,0.1225,3,3,2.9,3,3,2,81,1,1.52,0.0180545,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.9361,0.24282,0.24282,0.21219,0.39337,0.28243,0.27939,852.849,0.428,0.465,0,0,0.465,0,0
1,5665,20,500,0.08875,0.1225,3,3,2.9,3,3,2,81,1,1.52,0.0180545,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.89808,0.24282,0.24282,0.21219,0.3896,0.2816,0.27811,839.602,0.41,0.411,0,0,0.411,0,0
1,5676,20,500,0.08875,0.1225,3,3,2.9,3,3,2,81,1,1.52,0.0180545,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.57589,0.24282,0.24282,0.21219,0.34687,0.27104,0.26112,641.967,0.27,0.254,0,0,0.27,0,0
1,5814,20,500,0.08875,0.1225,3,3,2.9,3,3,2,81,1,1.52,0.0180545,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.91231,0.24282,0.24282,0.21219,0.39566,0.28303,0.28035,884.123,0.447,0.444,0,0,0.447,0,0
2,139,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.87203,0.25948,0.25948,0.23168,0.42389,0.31102,0.30837,2292.224,0.531,0.531,0,0,0.531,0,0
2,334,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.57487,0.25948,0.25948,0.23168,0.39476,0.29849,0.29688,1692.882,0.335,0.321,0,0,0.335,0,0
2,410,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.8226,0.25948,0.25948,0.23168,0.4215,0.30853,0.30563,2043.113,0.443,0.427,0,0,0.443,0,0
2,496,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.88578,0.25948,0.25948,0.23168,0.38249,0.2952,0.29168,2138.195,0.47,0.437,0,0,0.47,0,0
2,949,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.85742,0.25948,0.25948,0.23168,0.44097,0.31811,0.31706,2409.722,0.565,0.532,0,0,0.565,0,0
2,960,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.87688,0.25948,0.25948,0.23168,0.44221,0.3222,0.32045,2623.436,0.643,0.609,0,0,0.643,0.201,0.201
2,962,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.96518,0.25948,0.25948,0.23168,0.34588,0.29509,0.28058,2273.204,0.502,0.508,0,0,0.508,0,0
2,990,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.87785,0.25948,0.25948,0.23168,0.4615,0.3301,0.32695,2588.596,0.638,0.628,0,0,0.638,0.114,0.114
2,998,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.88801,0.25948,0.25948,0.23168,0.42331,0.31058,0.30831,2112.91,0.445,0.423,0,0,0.445,0,0
2,1045,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.93912,0.25948,0.25948,0.23168,0.42519,0.30995,0.30663,2175.438,0.481,0.443,0,0,0.481,0,0
2,1052,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.83914,0.25948,0.25948,0.23168,0.42101,0.3091,0.30667,2088.707,0.451,0.414,0,0,0.451,0,0
2,2476,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.66735,0.25948,0.25948,0.23168,0.38872,0.29743,0.29513,1783.923,0.347,0.296,0,0,0.347,0,0
2,2510,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.58059,0.25948,0.25948,0.23168,0.40929,0.30362,0.30267,1913.678,0.394,0.358,0,0,0.394,0,0
2,2990,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.85193,0.25948,0.25948,0.23168,0.44254,0.32014,0.31856,2437.853,0.572,0.533,0,0,0.572,0,0
2,3282,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.5814,0.25948,0.25948,0.23168,0.40017,0.30042,0.29974,1846.573,0.372,0.332,0,0,0.372,0,0
2,3285,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.8829,0.25948,0.25948,0.23168,0.44656,0.32166,0.31974,2519.139,0.587,0.519,0,0,0.587,0,0
2,3319,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.87808,0.25948,0.25948,0.23168,0.45198,0.32676,0.32353,2543.155,0.583,0.559,0,0,0.583,0,0
2,3749,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.96061,0.25948,0.25948,0.23168,0.43571,0.31942,0.31832,2618.594,0.635,0.59,0,0,0.635,0.074,0.074
2,4199,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.58759,0.25948,0.25948,0.23168,0.38645,0.2964,0.29362,1690.05,0.332,0.313,0,0,0.332,0,0
2,4455,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.94603,0.25948,0.25948,0.23168,0.44076,0.31783,0.31682,2296.232,0.53,0.511,0,0,0.53,0,0
2,4458,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.88409,0.25948,0.25948,0.23168,0.44406,0.32029,0.31677,2368.689,0.552,0.533,0,0,0.552,0,0
2,4863,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.87837,0.25948,0.25948,0.23168,0.42844,0.31129,0.30752,2158.441,0.48,0.453,0,0,0.48,0,0
2,5117,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,1.00651,0.25948,0.25948,0.23168,0.43162,0.31348,0.3091,2320.629,0.531,0.496,0,0,0.531,0,0
2,5259,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.64487,0.25948,0.25948,0.23168,0.41116,0.30427,0.303,1917.004,0.399,0.372,0,0,0.399,0,0
2,5470,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.87788,0.25948,0.25948,0.23168,0.44158,0.31882,0.31763,2307.943,0.525,0.507,0,0,0.525,0,0
2,5665,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.87886,0.25948,0.25948,0.23168,0.42668,0.31111,0.30752,2179.648,0.482,0.441,0,0,0.482,0,0
2,5676,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.64958,0.25948,0.25948,0.23168,0.36236,0.28915,0.28289,1548.725,0.286,0.26,0,0,0.286,0,0
2,5814,20,500,0.08875,0.1225,3,3,2.9,5,5,2,225,1,1.52,0.0180545,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.8808,0.25948,0.25948,0.23168,0.42713,0.31065,0.30699,2182.756,0.495,0.489,0,0,0.495,0,0
