Sample no,RSN,fc (MPa),fy (MPa),Ab (m2),Ac (m2),Lx (m),Ly (m),Lz (m),Nx,Ny,Nz,Ap (m2),AR,Kfc,ρ,Tm (sec),PGA (g),PGV (cm/sec),PGV/PGA (sec),A RMS (g),V RMS (cm/sec),IA,CAV (cm/sec),Tpred (sec),Dsig (sec),Sa(T1) (g),T1 (s),T2 (s),T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR,Max_Park_Ang_DI_storey,Park_Ang_DI
0,4199,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.61797,0.32155,0.31958,0.2872,0.58777,0.45396,0.4476,1863.999,0.993,0.559,0,0,0.993,39.635,20.129
0,4455,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.91215,0.32155,0.31958,0.2872,0.59491,0.45784,0.45094,1847.459,0.887,0.573,0,0,0.887,24.237,12.432
0,4458,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.87431,0.32155,0.31958,0.2872,0.59401,0.46092,0.45571,1906.098,1.126,0.568,0,0,1.126,65.801,33.169
0,4863,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.86286,0.32155,0.31958,0.2872,0.58251,0.45145,0.44882,1865.01,0.956,0.578,0,0,0.956,33.613,17.293
0,5117,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.86254,0.32155,0.31958,0.2872,0.58712,0.46246,0.45741,2034.715,1.999,0.724,0,0,1.999,100,55.009
0,5259,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.69121,0.32155,0.31958,0.2872,0.5928,0.45907,0.45258,1882.64,1.012,0.55,0,0,1.012,46.477,23.393
0,5470,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.87316,0.32155,0.31958,0.2872,0.59187,0.46271,0.45668,1934.772,1.274,0.628,0,0,1.274,88.549,45.349
0,5665,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.87541,0.32155,0.31958,0.2872,0.59484,0.46182,0.45539,1946.182,1.293,0.592,0,0,1.293,69.495,35.281
0,5676,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.63253,0.32155,0.31958,0.2872,0.57706,0.44298,0.43647,1814.071,0.723,0.472,0,0,0.723,10.975,10.975
0,5814,20,415,0.08165,0.09,3,3,2.9,6,5,2,270,1.2,1.25,0.0139626,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.88468,0.32155,0.31958,0.2872,0.59143,0.4574,0.45076,1907.538,1.091,0.547,0,0,1.091,52.224,26.216
1,139,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.86954,0.31745,0.31745,0.28245,0.56586,0.44596,0.43372,1602.898,1.054,0.564,0,0,1.054,40.524,20.48
1,334,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.62901,0.31745,0.31745,0.28245,0.55855,0.43375,0.42145,1601.437,0.971,0.514,0,0,0.971,35.846,35.846
1,410,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.90561,0.31745,0.31745,0.28245,0.58703,0.45287,0.44281,1652.199,1.164,0.662,0,0,1.164,39.45,21.03
1,496,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.88182,0.31745,0.31745,0.28245,0.48285,0.42114,0.39224,1618.037,0.885,0.526,0,0,0.885,26.745,26.745
1,949,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.97675,0.31745,0.31745,0.28245,0.57784,0.44735,0.43882,1670.912,1.261,0.558,0,0,1.261,53.912,27.063
1,960,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.99529,0.31745,0.31745,0.28245,0.57767,0.44909,0.43967,1641.331,1.177,0.582,0,0,1.177,46.388,23.643
1,962,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.86303,0.31745,0.31745,0.28245,0.52083,0.44847,0.42171,1716.404,1.824,0.573,0,0,1.824,100,62.406
1,990,20,415,0.08165,0.09,3,3,2.9,5,5,2,225,1,1.25,0.0139626,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.94045,0.31745,0.31745,0.28245,0.57,0.44137,0.4318,1619.436,0.979,0.505,0,0,0.979,31.441,31.441
