Sample no,RSN,fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,Bay_Width_X_m,Bay_Width_Y_m,Bay_Width_Z_m,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio,T mean (sec),Max Aceleration (g),Max Velocity (cm/sec),Vmax/Amax (sec),Acceleration RMS (g),Velocity RMS (cm/sec),Arias Intensity,Cum. Abs. Velocity (cm/sec),Predominant Period (sec),Significant Duration (sec),Sa_T1 (g),Initial_T1 (s),Initial_T2 (s),Initial_T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR_all_floor,Max_Park_Ang_DI_storey,Park_Ang_DI
224,2510,20.0,415.0,0.07475,0.0529,4.5,4.5,3.2,2,2,2,81.0,1.0,0.0085518,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.79268,0.65841,0.64147,0.57128,1.14676,0.88224,0.86703,259.848,5.444,1.018,0.0,0.0,5.444,100.0,100.0
208,1045,20.0,415.0,0.07475,0.0529,3.6,2.6,3.0,3,3,2,84.24,1.38462,0.0085518,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.87837,0.44328,0.44228,0.38644,0.74299,0.59709,0.59149,463.402,2.789,0.647,0.0,0.0,2.789,91.052,91.052
233,1052,20.0,415.0,0.07475,0.0529,3.6,2.6,3.2,5,2,3,93.6,3.46154,0.0085518,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.62771,0.7062,0.68773,0.6255,1.19589,1.02996,0.94658,436.076,1.17,1.117,1.598,0.0,1.598,52.333,45.369
235,496,20.0,415.0,0.07475,0.0529,2.6,2.6,3.0,5,2,3,67.6,2.5,0.0085518,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.94402,0.55855,0.52624,0.49114,0.9653,0.81021,0.7441,467.176,1.212,1.082,0.837,0.0,1.212,19.076,17.313
201,962,20.0,415.0,0.07475,0.0529,4.5,3.6,2.75,3,2,2,97.2,1.875,0.0085518,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.8759,0.49705,0.48888,0.43185,0.73612,0.63583,0.61436,405.684,4.942,0.892,0.0,0.0,4.942,100.0,100.0
211,5117,20.0,415.0,0.07475,0.0529,3.6,4.5,3.0,3,2,2,97.2,1.2,0.0085518,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.92442,0.57502,0.53551,0.48669,0.98992,0.74789,0.73502,368.016,5.099,0.894,0.0,0.0,5.099,100.0,100.0
210,962,20.0,415.0,0.07475,0.0529,3.6,4.5,2.75,3,2,2,97.2,1.2,0.0085518,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.84555,0.5107,0.47477,0.43189,0.74748,0.62232,0.59431,401.168,4.684,1.019,0.0,0.0,4.684,100.0,100.0
202,5259,20.0,415.0,0.07475,0.0529,4.5,3.6,3.0,3,2,2,97.2,1.875,0.0085518,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.79172,0.56047,0.5506,0.48678,0.98442,0.804,0.77571,369.647,5.23,0.946,0.0,0.0,5.23,100.0,100.0
217,998,20.0,415.0,0.07475,0.0529,2.6,3.6,3.0,3,3,2,84.24,0.72222,0.0085518,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.96063,0.45562,0.4297,0.38251,0.77561,0.59159,0.55566,456.988,2.495,0.715,0.0,0.0,2.495,81.532,81.532
213,3319,20.0,415.0,0.07475,0.0529,2.6,4.5,2.75,3,2,2,70.2,0.86667,0.0085518,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.89725,0.44324,0.39865,0.36347,0.76764,0.55806,0.53757,376.682,2.982,1.041,0.0,0.0,2.982,100.0,100.0
208,1052,20.0,415.0,0.07475,0.0529,3.6,2.6,3.0,3,3,2,84.24,1.38462,0.0085518,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.86779,0.44328,0.44228,0.38644,0.7543,0.6024,0.60012,442.379,1.679,0.72,0.0,0.0,1.679,49.412,49.412
204,4458,20.0,415.0,0.07475,0.0529,3.6,3.6,2.75,3,2,2,77.76,1.5,0.0085518,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.87167,0.4495,0.42996,0.3872,0.76498,0.5984,0.58296,362.168,2.211,0.753,0.0,0.0,2.211,100.0,100.0
201,990,20.0,415.0,0.07475,0.0529,4.5,3.6,2.75,3,2,2,97.2,1.875,0.0085518,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.8715,0.49705,0.48888,0.43185,0.85519,0.68299,0.65023,364.025,1.805,0.785,0.0,0.0,1.805,89.662,89.583
218,5676,20.0,415.0,0.07475,0.0529,2.6,3.6,3.2,3,3,2,84.24,0.72222,0.0085518,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.79923,0.4985,0.47067,0.41882,0.85527,0.64648,0.60982,430.294,2.769,0.804,0.0,0.0,2.769,100.0,100.0
210,990,20.0,415.0,0.07475,0.0529,3.6,4.5,2.75,3,2,2,97.2,1.2,0.0085518,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.8178,0.5107,0.47477,0.43189,0.87421,0.65085,0.64539,365.014,1.9,0.9,0.0,0.0,1.9,91.506,91.242
235,949,20.0,415.0,0.07475,0.0529,2.6,2.6,3.0,5,2,3,67.6,2.5,0.0085518,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.90012,0.55855,0.52624,0.49114,0.95977,0.8172,0.76266,517.505,2.817,1.225,1.351,0.0,2.817,100.0,93.985
217,1045,20.0,415.0,0.07475,0.0529,2.6,3.6,3.0,3,3,2,84.24,0.72222,0.0085518,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.89301,0.45562,0.4297,0.38251,0.73663,0.57969,0.5414,463.93,2.829,0.711,0.0,0.0,2.829,92.077,92.077
201,998,20.0,415.0,0.07475,0.0529,4.5,3.6,2.75,3,2,2,97.2,1.875,0.0085518,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.89022,0.49705,0.48888,0.43185,0.83386,0.67484,0.65398,387.523,3.226,0.754,0.0,0.0,3.226,100.0,100.0
226,2510,20.0,415.0,0.07475,0.0529,3.6,4.5,3.0,2,2,2,64.8,0.8,0.0085518,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.76936,0.54591,0.51729,0.46451,0.94455,0.71526,0.69127,265.359,3.938,0.918,0.0,0.0,3.938,100.0,100.0
