fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,5,2,2,120,1.875,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,6,2,2,144,2.25,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,3,3,2,108,0.75,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,5,3,2,180,1.25,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,6,3,2,216,1.5,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,5,5,2,300,0.75,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,6,5,2,360,0.9,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,2,2,2,48,1.33333,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,3,2,2,72,2,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,4,2,2,96,2.66667,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,5,2,2,120,3.33333,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,6,2,2,144,4,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,3,3,2,108,1.33333,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,4,3,2,144,1.77778,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
20,500,0.08165,0.1024,5,3,2,180,2.22222,0.0201258
