309,1052,20.0,500.0,0.08875,0.1024,3.0,3.0,3.1,3,2,2,54.0,1.5,0.0201258,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.88062,0.27906,0.27234,0.24279,0.40984,0.3212,0.31575,518.155,0.45,0.365,0.0,0.0,0.45,0.0,0.0
301,139,20.0,500.0,0.08875,0.1024,4.0,4.0,2.9,6,2,2,192.0,3.0,0.0201258,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11.0,0.92197,0.36746,0.34678,0.32707,0.60792,0.51165,0.44721,1657.01,1.103,1.022,0.0,0.0,1.103,13.431,7.103
305,960,20.0,500.0,0.08875,0.1024,4.0,4.0,2.9,6,3,2,288.0,2.0,0.0201258,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.98585,0.37686,0.36523,0.3344,0.63205,0.51653,0.48024,2403.806,1.367,1.06,0.0,0.0,1.367,30.407,15.795
309,2476,20.0,500.0,0.08875,0.1024,3.0,3.0,3.1,3,2,2,54.0,1.5,0.0201258,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.71144,0.27906,0.27234,0.24279,0.39271,0.31147,0.31053,476.669,0.395,0.309,0.0,0.0,0.395,0.0,0.0
301,334,20.0,500.0,0.08875,0.1024,4.0,4.0,2.9,6,2,2,192.0,3.0,0.0201258,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.69651,0.36746,0.34678,0.32707,0.61081,0.5133,0.44652,1591.752,1.003,0.866,0.0,0.0,1.003,9.109,9.109
305,962,20.0,500.0,0.08875,0.1024,4.0,4.0,2.9,6,3,2,288.0,2.0,0.0201258,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.89319,0.37686,0.36523,0.3344,0.59514,0.49408,0.47132,2565.242,1.766,1.024,0.0,0.0,1.766,70.817,35.689
317,4458,20.0,500.0,0.08875,0.1024,3.0,3.0,3.1,5,5,2,225.0,1.0,0.0201258,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.92114,0.30673,0.30673,0.27411,0.50192,0.39476,0.3871,2413.729,0.778,0.591,0.0,0.0,0.778,1.17,1.17
313,3285,20.0,500.0,0.08875,0.1024,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0201258,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.85636,0.28639,0.28639,0.2506,0.45025,0.34785,0.33497,874.772,0.604,0.483,0.0,0.0,0.604,0.0,0.0
301,410,20.0,500.0,0.08875,0.1024,4.0,4.0,2.9,6,2,2,192.0,3.0,0.0201258,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.88832,0.36746,0.34678,0.32707,0.62091,0.5215,0.45354,1728.219,1.203,0.982,0.0,0.0,1.203,18.504,9.476
309,2510,20.0,500.0,0.08875,0.1024,3.0,3.0,3.1,3,2,2,54.0,1.5,0.0201258,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.6519,0.27906,0.27234,0.24279,0.41222,0.32245,0.31683,506.849,0.443,0.378,0.0,0.0,0.443,0.0,0.0
