Sample no,RSN,fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,Bay_Width_X_m,Bay_Width_Y_m,Bay_Width_Z_m,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio,T mean (sec),Max Aceleration (g),Max Velocity (cm/sec),Vmax/Amax (sec),Acceleration RMS (g),Velocity RMS (cm/sec),Arias Intensity,Cum. Abs. Velocity (cm/sec),Predominant Period (sec),Significant Duration (sec),Sa_T1 (g),Initial_T1 (s),Initial_T2 (s),Initial_T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR_all_floor,Max_Park_Ang_DI_storey,Park_Ang_DI
111,5470,15.0,415.0,0.07475,0.0529,3.6,4.5,2.75,2,2,3,64.8,0.8,0.0085518,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.97628,0.78264,0.7382,0.6627,1.27538,0.9905,0.95534,293.47,5.26,1.508,2.652,0.0,5.26,100.0,100.0
122,2510,15.0,415.0,0.07475,0.0529,2.6,2.6,3.2,5,2,4,67.6,2.5,0.0085518,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.77831,0.89318,0.83772,0.78219,1.43483,1.20623,1.14465,460.168,2.775,1.239,7.355,0.515,7.355,100.0,100.0
104,3749,15.0,415.0,0.07475,0.0529,2.6,3.6,3.2,3,3,3,84.24,0.72222,0.0085518,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.8005,0.79619,0.74908,0.66586,1.24004,0.99583,0.91982,409.136,2.444,1.087,1.445,0.0,2.444,98.131,88.112
101,2476,15.0,415.0,0.07475,0.0529,2.6,4.5,3.2,3,2,3,70.2,0.86667,0.0085518,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.78728,0.87689,0.78541,0.71553,1.40557,1.07707,1.02742,340.821,6.42,1.794,3.215,0.0,6.42,100.0,100.0
118,5470,15.0,415.0,0.07475,0.0529,3.6,2.6,3.0,5,2,4,93.6,3.46154,0.0085518,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,1.06521,0.94414,0.91607,0.83456,1.5546,1.34546,1.26322,493.209,2.602,1.177,7.344,0.543,7.344,100.0,100.0
108,3282,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.80881,0.8641,0.84327,0.74922,1.42857,1.135,1.10784,308.362,8.26,1.784,4.975,0.0,8.26,100.0,100.0
111,5665,15.0,415.0,0.07475,0.0529,3.6,4.5,2.75,2,2,3,64.8,0.8,0.0085518,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,1.04819,0.78264,0.7382,0.6627,1.28655,1.00158,0.95962,294.87,5.756,1.658,2.737,0.0,5.756,100.0,100.0
108,3285,15.0,415.0,0.07475,0.0529,4.5,4.5,2.75,2,2,3,81.0,1.0,0.0085518,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.94409,0.8641,0.84327,0.74922,1.35128,1.10215,1.05628,299.962,6.669,1.45,3.177,0.0,6.669,100.0,100.0
104,4199,15.0,415.0,0.07475,0.0529,2.6,3.6,3.2,3,3,3,84.24,0.72222,0.0085518,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.79887,0.79619,0.74908,0.66586,1.29472,1.02939,0.95659,436.62,4.749,1.367,2.344,0.0,4.749,100.0,100.0
111,5676,15.0,415.0,0.07475,0.0529,3.6,4.5,2.75,2,2,3,64.8,0.8,0.0085518,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.79025,0.78264,0.7382,0.6627,1.27287,0.98437,0.94898,294.604,5.464,1.378,1.686,0.0,5.464,100.0,100.0
