Sample_no,RSN,fc_(MPa),fy_(MPa),Ab_(m2),Ac_(m2),Lx_(m),Ly_(m),Lz_(m),Nx,Ny,Nz,Ap_(m2),AR,Kfc,ρ,Tm_(sec),PGA_(g),PGV_(cm/sec),PGV/PGA_(sec),A_RMS_(g),V_RMS_(cm/sec),IA,CAV_(cm/sec),Tpred_(sec),Dsig_(sec),Sa(T1)_(g),T1_(s),T2_(s),T3_(s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR,Max_Park_Ang_DI_storey,Park_Ang_DI
72,2476,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.70761,0.34639,0.33397,0.29586,0.49313,0.40459,0.40052,1018.821,0.553,0.446,0,0,0.553,0,0
72,2510,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.7389,0.34639,0.33397,0.29586,0.5368,0.43709,0.42756,1213.876,0.697,0.57,0,0,0.697,0,0
72,2990,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.84105,0.34639,0.33397,0.29586,0.55505,0.45252,0.44787,1472.348,0.993,0.762,0,0,0.993,7.35,7.35
72,3282,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.68967,0.34639,0.33397,0.29586,0.54056,0.43943,0.42893,1241.366,0.743,0.658,0,0,0.743,0.498,0.498
72,3285,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.90358,0.34639,0.33397,0.29586,0.55614,0.45119,0.44487,1389.119,0.897,0.765,0,0,0.897,5.052,5.052
72,3319,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.88556,0.34639,0.33397,0.29586,0.55625,0.45408,0.44925,1415.291,0.919,0.745,0,0,0.919,5.386,5.386
72,3749,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,1.05036,0.34639,0.33397,0.29586,0.52234,0.43121,0.42993,1364.64,0.86,0.696,0,0,0.86,3.416,3.416
72,4199,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.69396,0.34639,0.33397,0.29586,0.52383,0.42548,0.41807,1102.164,0.613,0.48,0,0,0.613,0,0
72,4455,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.85732,0.34639,0.33397,0.29586,0.54677,0.44619,0.44062,1399.941,0.891,0.703,0,0,0.891,4.205,4.205
72,4458,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.87203,0.34639,0.33397,0.29586,0.55426,0.45176,0.4467,1415.504,0.921,0.736,0,0,0.921,6.292,6.292
72,4863,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.83144,0.34639,0.33397,0.29586,0.55218,0.45055,0.44509,1351.175,0.842,0.709,0,0,0.842,2.361,2.361
72,5117,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.859,0.34639,0.33397,0.29586,0.5574,0.45449,0.45059,1519.957,1.052,0.733,0,0,1.052,10.277,10.277
72,5259,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.71564,0.34639,0.33397,0.29586,0.53693,0.43713,0.42779,1251.086,0.735,0.594,0,0,0.735,0.508,0.508
72,5470,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.85676,0.34639,0.33397,0.29586,0.55458,0.45167,0.44694,1402.938,0.904,0.733,0,0,0.904,5.437,5.437
72,5665,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.85719,0.34639,0.33397,0.29586,0.55702,0.45478,0.45103,1421.778,0.946,0.819,0,0,0.946,5.816,5.816
72,5676,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.67081,0.34639,0.33397,0.29586,0.51895,0.4219,0.41553,1109.102,0.612,0.447,0,0,0.612,0,0
72,5814,20,500,0.08165,0.1024,4,3,3.1,4,3,2,144,1.77778,1.44,0.0201258,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.89198,0.34639,0.33397,0.29586,0.56175,0.45761,0.45107,1508.458,1.035,0.766,0,0,1.035,9.228,9.228
73,139,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.99769,0.34948,0.3402,0.30322,0.57055,0.47789,0.46019,1799.054,1.039,0.819,0,0,1.039,9.076,9.076
73,334,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.70652,0.34948,0.3402,0.30322,0.55042,0.4604,0.43681,1565.565,0.782,0.612,0,0,0.782,1.22,1.22
73,410,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.82409,0.34948,0.3402,0.30322,0.54761,0.45956,0.43892,1556.788,0.802,0.721,0,0,0.802,1.494,1.494
73,496,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.86012,0.34948,0.3402,0.30322,0.47689,0.41414,0.40746,1685.387,0.903,0.727,0,0,0.903,4.357,4.357
73,949,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.91707,0.34948,0.3402,0.30322,0.56615,0.47376,0.45112,1694.88,0.902,0.723,0,0,0.902,4.82,4.82
73,960,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.06755,0.34948,0.3402,0.30322,0.34985,0.34246,0.30489,264.423,0.073,0.069,0,0,0.073,0,0
73,962,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.79328,0.34948,0.3402,0.30322,0.4717,0.42027,0.40546,1817.993,1.048,0.777,0,0,1.048,10.363,10.363
73,990,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.9461,0.34948,0.3402,0.30322,0.55474,0.46303,0.44074,1599.724,0.815,0.654,0,0,0.815,1.798,1.798
73,998,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.93553,0.34948,0.3402,0.30322,0.56262,0.47069,0.45279,1801.097,1.042,0.789,0,0,1.042,9.8,9.8
73,1045,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.9077,0.34948,0.3402,0.30322,0.53859,0.45394,0.44047,1715.751,0.901,0.697,0,0,0.901,4.663,4.663
73,1052,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.865,0.34948,0.3402,0.30322,0.55867,0.46694,0.44368,1644.039,0.81,0.653,0,0,0.81,1.762,1.762
73,2476,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.70179,0.34948,0.3402,0.30322,0.50632,0.42475,0.40631,1266.401,0.582,0.471,0,0,0.582,0,0
73,2510,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.7425,0.34948,0.3402,0.30322,0.55501,0.46339,0.44164,1574.618,0.788,0.617,0,0,0.788,1.405,1.405
73,2990,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.84067,0.34948,0.3402,0.30322,0.57172,0.47791,0.45801,1835.566,1.082,0.837,0,0,1.082,10.653,10.653
73,3282,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.68454,0.34948,0.3402,0.30322,0.54592,0.45629,0.43227,1479.431,0.715,0.605,0,0,0.715,0.278,0.278
73,3285,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.91686,0.34948,0.3402,0.30322,0.56985,0.47615,0.4558,1734.241,0.973,0.814,0,0,0.973,8.515,8.515
73,3319,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.90038,0.34948,0.3402,0.30322,0.56717,0.47354,0.45398,1718.295,0.948,0.772,0,0,0.948,7.49,7.49
73,3749,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,1.03178,0.34948,0.3402,0.30322,0.52515,0.444,0.43407,1714.672,0.933,0.743,0,0,0.933,5.486,5.486
73,4199,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.71015,0.34948,0.3402,0.30322,0.54301,0.45389,0.43042,1443.642,0.695,0.543,0,0,0.695,0,0
73,4455,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.85375,0.34948,0.3402,0.30322,0.5596,0.46801,0.4469,1685.09,0.895,0.705,0,0,0.895,4.252,4.252
73,4458,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.86184,0.34948,0.3402,0.30322,0.56929,0.47585,0.4566,1755.491,0.997,0.774,0,0,0.997,9.796,9.796
73,4863,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.84335,0.34948,0.3402,0.30322,0.55734,0.46739,0.45021,1645.533,0.866,0.728,0,0,0.866,3.109,3.109
73,5117,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.84464,0.34948,0.3402,0.30322,0.56883,0.47571,0.45616,1891.847,1.17,0.791,0,0,1.17,15.346,15.346
73,5259,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.74258,0.34948,0.3402,0.30322,0.55182,0.4602,0.434,1482.787,0.74,0.64,0,0,0.74,0.545,0.545
73,5470,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.84441,0.34948,0.3402,0.30322,0.57045,0.47728,0.45673,1743.445,0.971,0.809,0,0,0.971,8.162,8.162
73,5665,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.84628,0.34948,0.3402,0.30322,0.56384,0.47201,0.45317,1670.634,0.887,0.786,0,0,0.887,4.586,4.586
73,5676,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.67533,0.34948,0.3402,0.30322,0.53113,0.4435,0.42179,1359.938,0.63,0.458,0,0,0.63,0,0
73,5814,20,500,0.08165,0.1024,4,3,3.1,5,3,2,180,2.22222,1.44,0.0201258,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.89571,0.34948,0.3402,0.30322,0.57306,0.47877,0.4568,1774.508,0.987,0.78,0,0,0.987,7.444,7.444
74,139,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.99782,0.35161,0.34459,0.30969,0.58173,0.49594,0.4624,2125.835,1.072,0.841,0,0,1.072,10.342,10.342
74,334,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.71203,0.35161,0.34459,0.30969,0.5558,0.47659,0.44612,1935.822,0.863,0.666,0,0,0.863,3.413,3.413
74,410,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.8347,0.35161,0.34459,0.30969,0.56685,0.48495,0.44981,1911.956,0.862,0.762,0,0,0.862,3.271,3.271
74,496,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.86306,0.35161,0.34459,0.30969,0.49983,0.43268,0.41944,1920.231,0.847,0.678,0,0,0.847,3.054,3.054
74,949,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.91024,0.35161,0.34459,0.30969,0.57615,0.49284,0.45692,2007.995,0.951,0.741,0,0,0.951,6.877,6.877
74,960,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.06257,0.35161,0.34459,0.30969,0.5699,0.48729,0.45473,1922.565,0.86,0.686,0,0,0.86,3.182,3.182
74,962,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.78943,0.35161,0.34459,0.30969,0.48143,0.42921,0.42186,2107.449,1.028,0.759,0,0,1.028,10.244,10.244
74,990,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.97171,0.35161,0.34459,0.30969,0.56219,0.47949,0.44057,1809.948,0.778,0.634,0,0,0.778,0.982,0.982
74,998,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.92303,0.35161,0.34459,0.30969,0.56365,0.48243,0.45106,2113.97,1.055,0.797,0,0,1.055,10.134,10.134
74,1045,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.89472,0.35161,0.34459,0.30969,0.53933,0.46457,0.44118,2040.658,0.944,0.666,0,0,0.944,6.014,6.014
74,1052,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.86655,0.35161,0.34459,0.30969,0.56786,0.48586,0.45171,1935.735,0.834,0.677,0,0,0.834,2.553,2.553
74,2476,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.69838,0.35161,0.34459,0.30969,0.5171,0.44269,0.41086,1513.975,0.603,0.491,0,0,0.603,0,0
74,2510,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.73811,0.35161,0.34459,0.30969,0.56389,0.48203,0.448,1935.749,0.856,0.654,0,0,0.856,3.319,3.319
74,2990,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.85545,0.35161,0.34459,0.30969,0.58141,0.49625,0.46211,2154.236,1.106,0.858,0,0,1.106,12.099,12.099
74,3282,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.67561,0.35161,0.34459,0.30969,0.55637,0.47527,0.43732,1808.037,0.763,0.585,0,0,0.763,0.927,0.927
74,3285,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.92111,0.35161,0.34459,0.30969,0.57676,0.49335,0.46129,2027.688,0.979,0.794,0,0,0.979,9.909,9.909
74,3319,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.91504,0.35161,0.34459,0.30969,0.57933,0.49554,0.46333,2057.638,1.015,0.809,0,0,1.015,10.596,10.596
74,3749,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,1.01326,0.35161,0.34459,0.30969,0.56247,0.48201,0.45142,2061.546,0.997,0.773,0,0,0.997,8.032,8.032
74,4199,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.71332,0.35161,0.34459,0.30969,0.56448,0.482,0.44784,1869.466,0.817,0.659,0,0,0.817,1.866,1.866
74,4455,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.84246,0.35161,0.34459,0.30969,0.56773,0.48443,0.44962,1907.598,0.841,0.672,0,0,0.841,2.557,2.557
74,4458,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.86294,0.35161,0.34459,0.30969,0.57645,0.49294,0.46108,2087.407,1.002,0.751,0,0,1.002,10.282,10.282
74,4863,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.86009,0.35161,0.34459,0.30969,0.56716,0.48591,0.45554,1965.776,0.9,0.757,0,0,0.9,4.528,4.528
74,5117,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.82978,0.35161,0.34459,0.30969,0.57452,0.49138,0.45926,2247.915,1.266,0.861,0,0,1.266,20.357,20.357
74,5259,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.75903,0.35161,0.34459,0.30969,0.56613,0.48381,0.4481,1862.875,0.809,0.682,0,0,0.809,1.669,1.669
74,5470,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.87822,0.35161,0.34459,0.30969,0.57943,0.49546,0.46148,2075.836,1.02,0.797,0,0,1.02,10.326,10.326
74,5665,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.84463,0.35161,0.34459,0.30969,0.56869,0.4871,0.45552,2031.368,0.962,0.768,0,0,0.962,7.613,7.613
74,5676,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.68259,0.35161,0.34459,0.30969,0.53914,0.46026,0.42527,1601.529,0.639,0.468,0,0,0.639,0,0
74,5814,20,500,0.08165,0.1024,4,3,3.1,6,3,2,216,2.66667,1.44,0.0201258,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.88977,0.35161,0.34459,0.30969,0.57874,0.49509,0.46139,2044.022,0.985,0.814,0,0,0.985,7.647,7.647
75,139,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.9136,0.36586,0.34804,0.31551,0.58543,0.48583,0.47817,2846.434,1.127,0.82,0,0,1.127,13.685,13.685
75,334,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.69651,0.36586,0.34804,0.31551,0.5681,0.46942,0.46436,2660.287,0.943,0.672,0,0,0.943,6.245,6.245
75,410,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.88544,0.36586,0.34804,0.31551,0.58181,0.48028,0.47493,2665.065,0.955,0.776,0,0,0.955,6.82,6.82
75,496,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.88623,0.36586,0.34804,0.31551,0.57946,0.47863,0.47294,2584.778,0.883,0.66,0,0,0.883,4.458,4.458
75,949,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.87127,0.36586,0.34804,0.31551,0.58458,0.47942,0.47519,2726.679,1.024,0.732,0,0,1.024,10.262,10.262
75,960,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.02766,0.36586,0.34804,0.31551,0.57309,0.47331,0.46801,2604.036,0.889,0.65,0,0,0.889,4.561,4.561
75,962,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.93264,0.36586,0.34804,0.31551,0.49167,0.45416,0.42228,2851.032,1.139,0.754,0,0,1.139,18.123,18.123
75,990,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,1.06488,0.36586,0.34804,0.31551,0.5714,0.46876,0.46484,2497.508,0.814,0.602,0,0,0.814,2.005,2.005
75,998,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.93475,0.36586,0.34804,0.31551,0.56752,0.46923,0.46381,2827.202,1.091,0.784,0,0,1.091,11.846,11.846
75,1045,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.91191,0.36586,0.34804,0.31551,0.5458,0.46152,0.45272,2768.96,1.012,0.64,0,0,1.012,8.63,8.63
75,1052,20,500,0.08165,0.1024,4,3,3.1,5,5,2,300,1.33333,1.44,0.0201258,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.8773,0.36586,0.34804,0.31551,0.57801,0.47617,0.47267,2608.942,0.877,0.684,0,0,0.877,4.647,4.647
