Sample_no,RSN,fc_(MPa),fy_(MPa),Ab_(m2),Ac_(m2),Lx_(m),Ly_(m),Lz_(m),Nx,Ny,Nz,Ap_(m2),AR,Kfc,ρ,Tm_(sec),PGA_(g),PGV_(cm/sec),PGV/PGA_(sec),A_RMS_(g),V_RMS_(cm/sec),IA,CAV_(cm/sec),Tpred_(sec),Dsig_(sec),Sa(T1)_(g),T1_(s),T2_(s),T3_(s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR,Max_Park_Ang_DI_storey,Park_Ang_DI
325,949,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.91166,0.35124,0.32948,0.29762,0.58434,0.43196,0.42056,1369.487,0.929,0.796,0,0,0.929,5.031,5.031
325,960,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.0638,0.35124,0.32948,0.29762,0.57298,0.4241,0.41239,1291.463,0.83,0.707,0,0,0.83,1.627,1.627
325,962,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.78475,0.35124,0.32948,0.29762,0.48319,0.4043,0.378,1432.28,0.997,0.804,0,0,0.997,7.586,7.586
325,990,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.96809,0.35124,0.32948,0.29762,0.56568,0.41399,0.40538,1229.861,0.747,0.646,0,0,0.747,0.381,0.381
325,998,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.92586,0.35124,0.32948,0.29762,0.56952,0.42615,0.4129,1435.843,1.022,0.834,0,0,1.022,7.95,7.95
325,1045,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.89456,0.35124,0.32948,0.29762,0.54222,0.41298,0.39782,1396.213,0.923,0.689,0,0,0.923,4.493,4.493
325,1052,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.8662,0.35124,0.32948,0.29762,0.57547,0.42101,0.41311,1322.133,0.819,0.721,0,0,0.819,1.356,1.356
325,2476,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.69898,0.35124,0.32948,0.29762,0.51996,0.38748,0.37804,1028.087,0.599,0.519,0,0,0.599,0,0
325,2510,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.73947,0.35124,0.32948,0.29762,0.5694,0.42039,0.41001,1322.842,0.844,0.678,0,0,0.844,2.121,2.121
325,2990,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.85302,0.35124,0.32948,0.29762,0.59198,0.43592,0.42413,1476.953,1.081,0.91,0,0,1.081,9.523,9.523
325,3282,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.67733,0.35124,0.32948,0.29762,0.56076,0.41248,0.4038,1250.503,0.773,0.622,0,0,0.773,0.686,0.686
325,3285,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.92094,0.35124,0.32948,0.29762,0.58645,0.43477,0.42178,1391.889,0.964,0.808,0,0,0.964,7.713,7.713
325,3319,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.91237,0.35124,0.32948,0.29762,0.59013,0.43692,0.42589,1431.434,1.018,0.872,0,0,1.018,9.219,9.219
325,3749,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,1.01721,0.35124,0.32948,0.29762,0.55938,0.4202,0.40732,1412.012,0.985,0.82,0,0,0.985,6.615,6.615
325,4199,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.71242,0.35124,0.32948,0.29762,0.57251,0.42046,0.40968,1289.629,0.832,0.723,0,0,0.832,1.604,1.604
325,4455,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.84387,0.35124,0.32948,0.29762,0.57241,0.41725,0.40962,1248.727,0.798,0.711,0,0,0.798,1.062,1.062
325,4458,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.86156,0.35124,0.32948,0.29762,0.58821,0.43473,0.42402,1430.603,0.995,0.811,0,0,0.995,8.448,8.448
325,4863,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.85673,0.35124,0.32948,0.29762,0.57879,0.42805,0.4178,1351.554,0.898,0.803,0,0,0.898,3.798,3.798
325,5117,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.83233,0.35124,0.32948,0.29762,0.58767,0.43709,0.42258,1548.29,1.205,0.92,0,0,1.205,15.906,15.906
325,5259,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.75585,0.35124,0.32948,0.29762,0.57412,0.41833,0.41072,1290.1,0.825,0.711,0,0,0.825,1.571,1.571
325,5470,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.87252,0.35124,0.32948,0.29762,0.58818,0.4347,0.42434,1424.51,0.99,0.839,0,0,0.99,7.9,7.9
325,5665,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.8424,0.35124,0.32948,0.29762,0.57816,0.43125,0.41946,1415.523,0.981,0.834,0,0,0.981,6.958,6.958
325,5676,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.68082,0.35124,0.32948,0.29762,0.54117,0.39838,0.38968,1075.603,0.624,0.495,0,0,0.624,0,0
325,5814,20,500,0.08875,0.1024,3,4,3.1,4,3,2,144,1,1.44,0.0201258,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.89053,0.35124,0.32948,0.29762,0.58787,0.43579,0.42389,1381.64,0.956,0.88,0,0,0.956,5.768,5.768
326,139,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.95101,0.3575,0.33238,0.3059,0.60222,0.4484,0.44614,1765.281,1.088,0.935,0,0,1.088,9.631,9.631
326,334,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.71145,0.3575,0.33238,0.3059,0.57642,0.43163,0.42663,1640.336,0.908,0.736,0,0,0.908,4.031,4.031
326,410,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.85964,0.3575,0.33238,0.3059,0.59567,0.44269,0.43566,1686.128,0.96,0.85,0,0,0.96,5.913,5.913
326,496,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.86666,0.3575,0.33238,0.3059,0.58802,0.43779,0.43082,1597.826,0.862,0.733,0,0,0.862,2.675,2.675
326,949,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.87927,0.3575,0.33238,0.3059,0.59795,0.44342,0.43795,1678,0.976,0.816,0,0,0.976,6.905,6.905
326,960,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.05105,0.3575,0.33238,0.3059,0.57691,0.43193,0.42463,1596.245,0.848,0.72,0,0,0.848,2.341,2.341
326,962,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.86106,0.3575,0.33238,0.3059,0.49706,0.41291,0.39827,1790.074,1.114,0.877,0,0,1.114,13.651,13.651
326,990,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,1.02395,0.3575,0.33238,0.3059,0.57801,0.43008,0.42353,1603.887,0.847,0.655,0,0,0.847,2.271,2.271
326,998,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.8547,0.3575,0.33238,0.3059,0.5753,0.43059,0.42732,1732.684,1.038,0.85,0,0,1.038,8.274,8.274
326,1045,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.91053,0.3575,0.33238,0.3059,0.5546,0.4195,0.41887,1699.191,0.958,0.714,0,0,0.958,5.583,5.583
326,1052,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.87164,0.3575,0.33238,0.3059,0.58974,0.43836,0.4322,1616.216,0.852,0.78,0,0,0.852,2.439,2.439
326,2476,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.6882,0.3575,0.33238,0.3059,0.53642,0.40106,0.39381,1278.545,0.631,0.551,0,0,0.631,0,0
326,2510,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.69726,0.3575,0.33238,0.3059,0.58549,0.43438,0.42537,1606.966,0.868,0.698,0,0,0.868,2.923,2.923
326,2990,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.90302,0.3575,0.33238,0.3059,0.605,0.44902,0.44172,1796.303,1.118,0.941,0,0,1.118,11.622,11.622
326,3282,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.66556,0.3575,0.33238,0.3059,0.57766,0.43288,0.42445,1626.22,0.884,0.712,0,0,0.884,3.227,3.227
326,3285,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.90256,0.3575,0.33238,0.3059,0.59998,0.44793,0.4417,1766.056,1.059,0.845,0,0,1.059,11.132,11.132
326,3319,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.93186,0.3575,0.33238,0.3059,0.60535,0.44974,0.44496,1845.966,1.191,0.955,0,0,1.191,17.685,8.855
326,3749,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.97701,0.3575,0.33238,0.3059,0.58269,0.43626,0.43208,1743.594,1.042,0.845,0,0,1.042,8.96,8.96
326,4199,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.69892,0.3575,0.33238,0.3059,0.58636,0.43434,0.42829,1583.966,0.873,0.771,0,0,0.873,3.317,3.317
326,4455,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.86996,0.3575,0.33238,0.3059,0.5911,0.43878,0.43115,1616.029,0.887,0.759,0,0,0.887,3.086,3.086
326,4458,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.88371,0.3575,0.33238,0.3059,0.59768,0.44624,0.44472,1740.048,1.037,0.862,0,0,1.037,10.427,10.427
326,4863,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.88542,0.3575,0.33238,0.3059,0.59691,0.44229,0.43481,1689.143,0.963,0.813,0,0,0.963,5.787,5.787
326,5117,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.85987,0.3575,0.33238,0.3059,0.59783,0.44484,0.44183,1861.779,1.209,0.926,0,0,1.209,16.516,16.516
326,5259,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.79373,0.3575,0.33238,0.3059,0.59218,0.44132,0.43512,1636.854,0.915,0.769,0,0,0.915,4.2,4.2
326,5470,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.94274,0.3575,0.33238,0.3059,0.59899,0.44559,0.43938,1778.79,1.04,0.838,0,0,1.04,9.647,9.647
326,5665,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.86841,0.3575,0.33238,0.3059,0.59156,0.44041,0.43578,1801.296,1.095,0.87,0,0,1.095,11.591,11.591
326,5676,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.69264,0.3575,0.33238,0.3059,0.5562,0.41324,0.40698,1310.511,0.641,0.527,0,0,0.641,0,0
326,5814,20,500,0.08875,0.1024,3,4,3.1,5,3,2,180,1.25,1.44,0.0201258,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.87828,0.3575,0.33238,0.3059,0.59765,0.44505,0.44071,1648.584,0.943,0.91,0,0,0.943,5.548,5.548
327,139,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.92097,0.36191,0.33439,0.31342,0.61392,0.46713,0.4435,2054.752,1.09,0.951,0,0,1.09,9.73,4.875
327,334,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.70396,0.36191,0.33439,0.31342,0.58578,0.45178,0.4296,1934.166,0.927,0.75,0,0,0.927,4.586,4.586
327,410,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.87481,0.36191,0.33439,0.31342,0.60494,0.46435,0.44019,2031.242,1.023,0.873,0,0,1.023,8.131,8.131
327,496,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.87467,0.36191,0.33439,0.31342,0.59741,0.45858,0.43431,1881.286,0.879,0.747,0,0,0.879,3.295,3.295
327,949,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.86929,0.36191,0.33439,0.31342,0.60709,0.46502,0.44422,1996.022,1,0.83,0,0,1,8.145,8.145
327,960,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.04091,0.36191,0.33439,0.31342,0.57211,0.44409,0.42319,1888.643,0.871,0.744,0,0,0.871,3.03,3.03
327,962,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.902,0.36191,0.33439,0.31342,0.50513,0.41765,0.41373,2091.819,1.142,0.883,0,0,1.142,16.608,16.608
327,990,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,1.05122,0.36191,0.33439,0.31342,0.59647,0.45922,0.43891,1971.498,0.937,0.734,0,0,0.937,5.069,5.069
327,998,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.89532,0.36191,0.33439,0.31342,0.58275,0.44994,0.4319,2032.332,1.05,0.862,0,0,1.05,8.582,8.582
327,1045,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.91428,0.36191,0.33439,0.31342,0.57792,0.448,0.42579,2000.751,0.98,0.729,0,0,0.98,6.273,6.273
327,1052,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.87487,0.36191,0.33439,0.31342,0.60001,0.46089,0.43896,1910.938,0.874,0.799,0,0,0.874,3.365,3.365
327,2476,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.68075,0.36191,0.33439,0.31342,0.54904,0.42236,0.40038,1530.949,0.656,0.575,0,0,0.656,0,0
327,2510,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.68472,0.36191,0.33439,0.31342,0.59382,0.45571,0.43216,1859.381,0.861,0.717,0,0,0.861,2.707,2.707
327,2990,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.8415,0.494,56.16258,0.11589,0.06181,11.00453,6.76926,3686.52318,0.68,35.564,0.95428,0.36191,0.33439,0.31342,0.61377,0.46998,0.44748,2137.706,1.184,0.975,0,0,1.184,16.159,8.133
327,3282,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.6798,0.36191,0.33439,0.31342,0.59767,0.46063,0.44106,2014.249,0.993,0.793,0,0,0.993,6.245,6.245
327,3285,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.88097,0.36191,0.33439,0.31342,0.61016,0.46702,0.44663,2105.373,1.114,0.869,0,0,1.114,14.517,14.517
327,3319,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.91128,0.36191,0.33439,0.31342,0.61706,0.47445,0.45255,2201.539,1.282,1,0,0,1.282,22.707,11.471
327,3749,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.93676,0.36191,0.33439,0.31342,0.58338,0.45412,0.43384,2098.203,1.111,0.879,0,0,1.111,11.426,11.426
327,4199,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.1607,0.29655,67.41968,0.23175,0.05829,12.40885,6.28079,3898.87191,1.64,33.48,0.67794,0.36191,0.33439,0.31342,0.59856,0.45834,0.43523,1910.328,0.919,0.779,0,0,0.919,4.366,4.366
327,4455,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.458,0.38582,21.82997,0.05768,0.05352,4.65578,2.11664,1348.63836,0.12,12.45,0.90858,0.36191,0.33439,0.31342,0.6039,0.46189,0.43833,1941.839,0.95,0.812,0,0,0.95,5.129,5.129
327,4458,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.6677,0.38747,44.70002,0.1176,0.07711,10.07204,4.41474,2330.54859,0.38,19.67,0.90932,0.36191,0.33439,0.31342,0.60768,0.46612,0.44649,2014.809,1.031,0.878,0,0,1.031,11.292,11.292
327,4863,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.5093,0.34576,33.74547,0.09949,0.05994,7.41925,3.32128,1991.93991,0.16,22.06,0.87551,0.36191,0.33439,0.31342,0.60133,0.46205,0.43877,1980.037,0.979,0.81,0,0,0.979,6.133,6.133
327,5117,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.9413,0.49741,54.25167,0.11118,0.04401,7.91705,7.96699,5235.1299,0.96,49.65,0.88868,0.36191,0.33439,0.31342,0.6059,0.4661,0.44682,2193.589,1.253,0.94,0,0,1.253,18.994,18.994
327,5259,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.2169,0.34798,63.2058,0.18516,0.03675,8.6995,6.2423,4333.44688,1.26,47.14,0.80705,0.36191,0.33439,0.31342,0.60369,0.46393,0.44096,1954.583,0.958,0.809,0,0,0.958,5.824,5.824
327,5470,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,0.8953,0.43745,80.26981,0.18705,0.04725,10.14236,8.39287,5262.83169,0.96,55.01,0.96369,0.36191,0.33439,0.31342,0.60828,0.46615,0.44367,2121.652,1.099,0.852,0,0,1.099,12.361,12.361
327,5665,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.4795,0.40191,95.69703,0.24272,0.04227,15.28482,8.26049,5424.87591,0.82,55.1,0.88687,0.36191,0.33439,0.31342,0.59787,0.45919,0.43945,2152.488,1.152,0.888,0,0,1.152,14.038,14.038
327,5676,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.0868,0.36297,64.30775,0.1806,0.03359,6.70954,3.42428,2456.76874,1.26,20.96,0.68525,0.36191,0.33439,0.31342,0.57028,0.43755,0.41406,1584.274,0.673,0.592,0,0,0.673,0,0
327,5814,20,500,0.08875,0.1024,3,4,3.1,6,3,2,216,1.5,1.44,0.0201258,1.1555,0.43933,77.31974,0.1794,0.05299,17.36752,5.19233,3469.22218,0.44,46.93,0.87725,0.36191,0.33439,0.31342,0.606,0.46213,0.43936,1921.706,0.944,0.9,0,0,0.944,5.202,5.202
328,139,20,500,0.08875,0.1024,3,4,3.1,5,5,2,300,0.75,1.44,0.0201258,0.3915,0.39736,32.69242,0.08387,0.09111,9.84802,2.68383,1295.37568,0.14,11,0.91346,0.36583,0.34844,0.31605,0.61898,0.47,0.4463,2730.512,1.096,0.906,0,0,1.096,10.787,10.787
328,334,20,500,0.08875,0.1024,3,4,3.1,5,5,2,300,0.75,1.44,0.0201258,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.69651,0.36583,0.34844,0.31605,0.59336,0.45236,0.43129,2596.039,0.962,0.735,0,0,0.962,5.991,5.991
328,410,20,500,0.08875,0.1024,3,4,3.1,5,5,2,300,0.75,1.44,0.0201258,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.88539,0.36583,0.34844,0.31605,0.6152,0.46882,0.44551,2784.982,1.106,0.868,0,0,1.106,11.88,11.88
328,496,20,500,0.08875,0.1024,3,4,3.1,5,5,2,300,0.75,1.44,0.0201258,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.88616,0.36583,0.34844,0.31605,0.58288,0.44654,0.42692,2529.782,0.91,0.733,0,0,0.91,4.652,4.652
328,949,20,500,0.08875,0.1024,3,4,3.1,5,5,2,300,0.75,1.44,0.0201258,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.87125,0.36583,0.34844,0.31605,0.61465,0.46765,0.44444,2767.744,1.103,0.797,0,0,1.103,12.555,12.555
