Sample no,RSN,fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,Bay_Width_X_m,Bay_Width_Y_m,Bay_Width_Z_m,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio,T mean (sec),Max Aceleration (g),Max Velocity (cm/sec),Vmax/Amax (sec),Acceleration RMS (g),Velocity RMS (cm/sec),Arias Intensity,Cum. Abs. Velocity (cm/sec),Predominant Period (sec),Significant Duration (sec),Sa_T1 (g),Initial_T1 (s),Initial_T2 (s),Initial_T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR_all_floor,Max_Park_Ang_DI_storey,Park_Ang_DI
5,334,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,5,5,2,225.0,1.0,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.59791,0.28304,0.28304,0.25271,0.45313,0.33483,0.33295,1882.291,0.451,0.419,0.0,0.0,0.451,0.0,0.0
0,3285,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,2,2,2,36.0,1.0,0.0180545,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.98092,0.22541,0.22541,0.19873,0.34519,0.25465,0.25256,405.05,0.343,0.349,0.0,0.0,0.349,0.0,0.0
0,1052,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,2,2,2,36.0,1.0,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.82079,0.22541,0.22541,0.19873,0.33918,0.25321,0.25025,390.594,0.318,0.332,0.0,0.0,0.332,0.0,0.0
3,1052,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,2,2,2,36.0,1.0,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.89913,0.24566,0.24566,0.21654,0.37411,0.27731,0.27454,375.42,0.351,0.353,0.0,0.0,0.353,0.0,0.0
1,960,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.87422,0.24282,0.24282,0.21219,0.38808,0.28297,0.27911,907.834,0.467,0.47,0.0,0.0,0.47,0.0,0.0
4,960,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.88755,0.26476,0.26476,0.23134,0.44259,0.31517,0.31257,968.159,0.59,0.576,0.0,0.0,0.59,0.0,0.0
1,3282,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.58763,0.24282,0.24282,0.21219,0.33698,0.26772,0.2565,628.795,0.263,0.254,0.0,0.0,0.263,0.0,0.0
4,3282,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.56193,0.26476,0.26476,0.23134,0.39741,0.30068,0.29258,680.429,0.342,0.32,0.0,0.0,0.342,0.0,0.0
6,334,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,6,5,2,270.0,1.2,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.55467,0.26272,0.26085,0.23537,0.40182,0.30969,0.30068,2006.747,0.344,0.329,0.0,0.0,0.344,0.0,0.0
7,334,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,6,5,2,270.0,1.2,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.61298,0.28658,0.28457,0.25674,0.46358,0.3505,0.33627,2239.868,0.464,0.431,0.0,0.0,0.464,0.0,0.0
1,962,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.93623,0.24282,0.24282,0.21219,0.30945,0.26714,0.24753,879.277,0.441,0.432,0.0,0.0,0.441,0.0,0.0
4,962,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,1.04697,0.26476,0.26476,0.23134,0.34591,0.29554,0.27477,839.844,0.461,0.484,0.0,0.0,0.484,0.0,0.0
0,2476,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,2,2,2,36.0,1.0,0.0180545,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.58492,0.22541,0.22541,0.19873,0.30293,0.24416,0.23517,278.648,0.201,0.211,0.0,0.0,0.211,0.0,0.0
3,2476,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,2,2,2,36.0,1.0,0.0180545,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.6537,0.24566,0.24566,0.21654,0.34443,0.26981,0.26222,288.838,0.245,0.263,0.0,0.0,0.263,0.0,0.0
1,990,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.83675,0.24282,0.24282,0.21219,0.39958,0.28432,0.28227,892.903,0.448,0.455,0.0,0.0,0.455,0.0,0.0
4,990,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.87061,0.26476,0.26476,0.23134,0.45833,0.32173,0.3172,960.905,0.591,0.594,0.0,0.0,0.594,0.0,0.0
2,410,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,5,5,2,225.0,1.0,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.8226,0.25948,0.25948,0.23168,0.4215,0.30853,0.30563,2043.113,0.443,0.427,0.0,0.0,0.443,0.0,0.0
5,410,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,5,5,2,225.0,1.0,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.96904,0.28304,0.28304,0.25271,0.46629,0.34089,0.33704,2108.614,0.52,0.456,0.0,0.0,0.52,0.0,0.0
1,998,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,1.02546,0.24282,0.24282,0.21219,0.38353,0.28019,0.2755,882.951,0.445,0.442,0.0,0.0,0.445,0.0,0.0
4,998,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.93591,0.26476,0.26476,0.23134,0.4194,0.30708,0.3021,791.152,0.415,0.405,0.0,0.0,0.415,0.0,0.0
3,3319,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,2,2,2,36.0,1.0,0.0180545,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.88183,0.24566,0.24566,0.21654,0.38663,0.28041,0.27957,401.632,0.39,0.408,0.0,0.0,0.408,0.0,0.0
0,3319,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,2,2,2,36.0,1.0,0.0180545,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.83888,0.22541,0.22541,0.19873,0.33698,0.25307,0.24959,407.987,0.344,0.348,0.0,0.0,0.348,0.0,0.0
1,1045,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.86013,0.24282,0.24282,0.21219,0.38229,0.27997,0.2754,813.986,0.395,0.41,0.0,0.0,0.41,0.0,0.0
4,1045,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.91968,0.26476,0.26476,0.23134,0.42318,0.30713,0.30243,806.719,0.445,0.424,0.0,0.0,0.445,0.0,0.0
6,410,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,6,5,2,270.0,1.2,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.86301,0.26272,0.26085,0.23537,0.42851,0.32212,0.30839,2423.437,0.45,0.432,0.0,0.0,0.45,0.0,0.0
7,410,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,6,5,2,270.0,1.2,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.95148,0.28658,0.28457,0.25674,0.48114,0.35989,0.34387,2556.701,0.557,0.505,0.0,0.0,0.557,0.0,0.0
3,3749,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,2,2,2,36.0,1.0,0.0180545,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.98317,0.24566,0.24566,0.21654,0.36668,0.27727,0.27241,423.122,0.429,0.443,0.0,0.0,0.443,0.0,0.0
0,3749,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,2,2,2,36.0,1.0,0.0180545,0.6478,0.44077,67.62446,0.1564,0.09458,15.31657,3.8952,1876.39026,0.34,17.86,0.90515,0.22541,0.22541,0.19873,0.34984,0.25517,0.25283,448.82,0.4,0.407,0.0,0.0,0.407,0.0,0.0
0,2510,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,2,2,2,36.0,1.0,0.0180545,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.56262,0.22541,0.22541,0.19873,0.29819,0.24312,0.23313,279.695,0.2,0.204,0.0,0.0,0.204,0.0,0.0
1,3285,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.88564,0.24282,0.24282,0.21219,0.39511,0.28327,0.28057,883.012,0.442,0.43,0.0,0.0,0.442,0.0,0.0
3,2510,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,2,2,2,36.0,1.0,0.0180545,1.429,0.33066,81.03706,0.24983,0.07696,21.19063,8.21312,4268.57423,1.94,41.028,0.53364,0.24566,0.24566,0.21654,0.34357,0.26998,0.26222,306.693,0.264,0.27,0.0,0.0,0.27,0.0,0.0
4,3285,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.9202,0.26476,0.26476,0.23134,0.44415,0.31336,0.31178,935.528,0.541,0.494,0.0,0.0,0.541,0.0,0.0
1,1052,20.0,500.0,0.08875,0.1225,3.0,3.0,2.9,3,3,2,81.0,1.0,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.89093,0.24282,0.24282,0.21219,0.38318,0.28009,0.27565,819.122,0.393,0.382,0.0,0.0,0.393,0.0,0.0
4,1052,20.0,500.0,0.08875,0.1225,3.0,3.0,3.1,3,3,2,81.0,1.0,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.8147,0.26476,0.26476,0.23134,0.41645,0.30536,0.29986,770.827,0.415,0.395,0.0,0.0,0.415,0.0,0.0
