Sample no,RSN,fc_MPa,fy_MPa,Beam_Area_m2,Col_Area_m2,Bay_Width_X_m,Bay_Width_Y_m,Bay_Width_Z_m,No_of_bay_X,No_of_bay_Y,No_of_bay_Z,Plinth_Area_m2,Aspect Ratio,Reinforcement Ratio,T mean (sec),Max Aceleration (g),Max Velocity (cm/sec),Vmax/Amax (sec),Acceleration RMS (g),Velocity RMS (cm/sec),Arias Intensity,Cum. Abs. Velocity (cm/sec),Predominant Period (sec),Significant Duration (sec),Sa_T1 (g),Initial_T1 (s),Initial_T2 (s),Initial_T3 (s),Final_T1 (s),Final_T2 (s),Final_T3 (s),max_base_shear_kN,MIDR_1st_floor,MIDR_2nd_floor,MIDR_3rd_floor,MIDR_4th_floor,MIDR_all_floor,Max_Park_Ang_DI_storey,Park_Ang_DI
32,334,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.61422,0.28774,0.26128,0.24007,0.47054,0.31093,0.29998,595.299,0.46,0.505,0.0,0.0,0.505,0.0,0.0
36,410,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.96547,0.27343,0.25532,0.23013,0.40864,0.31734,0.31078,449.888,0.415,0.454,0.0,0.0,0.454,0.0,0.0
37,334,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.636,0.29458,0.27548,0.24578,0.44773,0.34431,0.34131,894.411,0.454,0.449,0.0,0.0,0.454,0.0,0.0
36,496,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.90399,0.27343,0.25532,0.23013,0.36642,0.3014,0.29602,452.563,0.405,0.416,0.0,0.0,0.416,0.0,0.0
32,410,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.94216,0.28774,0.26128,0.24007,0.4924,0.31873,0.30636,652.918,0.534,0.635,0.0,0.0,0.635,0.0,0.0
33,410,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.88206,0.31316,0.28489,0.2615,0.53464,0.34825,0.33457,626.895,0.57,0.711,0.0,0.0,0.711,0.0,0.0
36,949,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.85923,0.27343,0.25532,0.23013,0.43051,0.32846,0.31734,531.683,0.522,0.544,0.0,0.0,0.544,0.0,0.0
31,334,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,4,3,2,144.0,1.0,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.63197,0.32987,0.30417,0.27646,0.57724,0.37201,0.36788,1208.883,0.67,0.697,0.0,0.0,0.697,0.0,0.0
36,3282,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.58229,0.27343,0.25532,0.23013,0.38442,0.30578,0.30549,391.868,0.323,0.324,0.0,0.0,0.324,0.0,0.0
36,960,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.88672,0.27343,0.25532,0.23013,0.43485,0.33106,0.31853,534.823,0.53,0.568,0.0,0.0,0.568,0.0,0.0
32,496,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.90159,0.28774,0.26128,0.24007,0.43898,0.30097,0.29525,712.931,0.611,0.687,0.0,0.0,0.687,0.0,0.0
33,496,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.88294,0.31316,0.28489,0.2615,0.56061,0.35802,0.34621,722.545,0.723,0.811,0.0,0.0,0.811,0.091,0.091
34,334,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,5,3,2,180.0,1.25,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.66426,0.30847,0.28105,0.26111,0.52491,0.35485,0.33283,1364.534,0.531,0.559,0.0,0.0,0.559,0.0,0.0
35,334,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,5,3,2,180.0,1.25,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.64015,0.33585,0.30658,0.28452,0.60673,0.40652,0.38384,1605.348,0.78,0.802,0.0,0.0,0.802,1.099,1.099
37,410,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.87971,0.29458,0.27548,0.24578,0.44525,0.3454,0.34324,966.966,0.491,0.458,0.0,0.0,0.491,0.0,0.0
36,962,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,1.05252,0.27343,0.25532,0.23013,0.33345,0.30044,0.28022,491.244,0.458,0.5,0.0,0.0,0.5,0.0,0.0
32,949,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.90355,0.28774,0.26128,0.24007,0.52762,0.33458,0.32362,807.649,0.728,0.818,0.0,0.0,0.818,0.782,0.782
33,949,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.97934,0.31316,0.28489,0.2615,0.57108,0.36512,0.35267,743.698,0.726,0.804,0.0,0.0,0.804,0.17,0.17
32,3282,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.60322,0.28774,0.26128,0.24007,0.50198,0.32091,0.30911,674.27,0.562,0.633,0.0,0.0,0.633,0.0,0.0
32,960,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.91466,0.28774,0.26128,0.24007,0.50933,0.3265,0.31524,795.511,0.719,0.808,0.0,0.0,0.808,0.608,0.608
33,3282,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.68211,0.31316,0.28489,0.2615,0.55578,0.35367,0.34154,672.643,0.655,0.758,0.0,0.0,0.758,0.0,0.0
33,960,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.98334,0.31316,0.28489,0.2615,0.56977,0.36151,0.34978,791.398,0.856,0.991,0.0,0.0,0.991,3.111,1.9
36,990,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.84174,0.27343,0.25532,0.23013,0.43899,0.33371,0.32149,554.754,0.552,0.572,0.0,0.0,0.572,0.0,0.0
31,410,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,4,3,2,144.0,1.0,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.89997,0.32987,0.30417,0.27646,0.59917,0.38347,0.38026,1243.142,0.704,0.818,0.0,0.0,0.818,0.0,0.0
37,496,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.89589,0.29458,0.27548,0.24578,0.41052,0.33419,0.32707,1088.399,0.603,0.59,0.0,0.0,0.603,0.0,0.0
36,998,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.94367,0.27343,0.25532,0.23013,0.40505,0.31624,0.31025,446.039,0.388,0.4,0.0,0.0,0.4,0.0,0.0
32,962,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.89533,0.28774,0.26128,0.24007,0.39559,0.29677,0.29149,788.548,0.683,0.728,0.0,0.0,0.728,0.185,0.185
33,962,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.86957,0.31316,0.28489,0.2615,0.43987,0.32587,0.32132,787.361,0.797,0.85,0.0,0.0,0.85,1.406,1.406
36,1045,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.89152,0.27343,0.25532,0.23013,0.41647,0.32173,0.31393,480.18,0.443,0.45,0.0,0.0,0.45,0.0,0.0
37,949,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.88837,0.29458,0.27548,0.24578,0.48395,0.36523,0.3587,1099.737,0.621,0.623,0.0,0.0,0.623,0.0,0.0
36,3285,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.92393,0.27343,0.25532,0.23013,0.43148,0.32897,0.31787,545.163,0.511,0.506,0.0,0.0,0.511,0.0,0.0
34,410,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,5,3,2,180.0,1.25,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.85025,0.30847,0.28105,0.26111,0.52916,0.35914,0.33779,1524.643,0.622,0.755,0.0,0.0,0.755,0.0,0.0
38,334,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,5,5,2,300.0,1.33333,0.0180545,1.3218,0.28209,71.28891,0.25761,0.08705,20.24969,7.00411,3657.26208,2.02,30.77,0.62535,0.3148,0.29476,0.26864,0.50147,0.39136,0.37862,2325.196,0.536,0.509,0.0,0.0,0.536,0.0,0.0
35,410,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,5,3,2,180.0,1.25,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.88549,0.33585,0.30658,0.28452,0.62063,0.41366,0.38813,1619.281,0.784,0.882,0.0,0.0,0.882,1.191,1.191
36,1052,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.88459,0.27343,0.25532,0.23013,0.41103,0.31891,0.31129,468.587,0.428,0.438,0.0,0.0,0.438,0.0,0.0
37,960,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.98391,0.29458,0.27548,0.24578,0.49187,0.37007,0.3625,1173.327,0.69,0.7,0.0,0.0,0.7,1.033,1.033
31,496,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,4,3,2,144.0,1.0,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.87875,0.32987,0.30417,0.27646,0.50694,0.35222,0.34911,1292.751,0.766,0.843,0.0,0.0,0.843,0.829,0.829
37,3282,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.60141,0.29458,0.27548,0.24578,0.45418,0.34721,0.34184,904.34,0.454,0.457,0.0,0.0,0.457,0.0,0.0
32,990,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.88519,0.28774,0.26128,0.24007,0.52486,0.33242,0.32018,761.153,0.69,0.809,0.0,0.0,0.809,0.129,0.129
33,990,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.94411,0.31316,0.28489,0.2615,0.55595,0.35438,0.34242,702.335,0.661,0.705,0.0,0.0,0.705,0.0,0.0
32,998,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.84429,0.28774,0.26128,0.24007,0.49788,0.32226,0.31017,737.932,0.621,0.704,0.0,0.0,0.704,0.0,0.0
33,998,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.90588,0.31316,0.28489,0.2615,0.57502,0.36534,0.353,779.491,0.801,0.902,0.0,0.0,0.902,1.477,0.747
31,949,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,4,3,2,144.0,1.0,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.89462,0.32987,0.30417,0.27646,0.61361,0.38866,0.38701,1360.573,0.809,0.867,0.0,0.0,0.867,1.85,1.85
37,962,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.88644,0.29458,0.27548,0.24578,0.38064,0.33613,0.31361,1152.766,0.657,0.675,0.0,0.0,0.675,0.751,0.751
34,496,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,5,3,2,180.0,1.25,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.88482,0.30847,0.28105,0.26111,0.51591,0.35684,0.34214,1735.203,0.79,0.862,0.0,0.0,0.862,2.383,2.383
35,496,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,5,3,2,180.0,1.25,0.0180545,0.5113,0.54052,34.53304,0.06513,0.09349,8.53915,1.34355,635.35772,0.04,5.5425,0.87518,0.33585,0.30658,0.28452,0.5821,0.39608,0.37609,1535.386,0.729,0.766,0.0,0.0,0.766,0.253,0.253
32,1045,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.91108,0.28774,0.26128,0.24007,0.48777,0.31946,0.30756,719.509,0.623,0.703,0.0,0.0,0.703,0.0,0.0
33,1045,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.86233,0.31316,0.28489,0.2615,0.55648,0.35345,0.34078,660.036,0.644,0.741,0.0,0.0,0.741,0.0,0.0
32,3285,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.85601,0.28774,0.26128,0.24007,0.5222,0.33302,0.32092,771.718,0.676,0.761,0.0,0.0,0.761,0.075,0.075
33,3285,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,1.0634,0.55373,69.09332,0.12719,0.07868,17.22096,8.48816,4020.61522,0.78,34.845,0.86966,0.31316,0.28489,0.2615,0.56723,0.36104,0.3485,707.592,0.69,0.757,0.0,0.0,0.757,0.0,0.0
31,3282,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,4,3,2,144.0,1.0,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.66788,0.32987,0.30417,0.27646,0.57733,0.37089,0.36809,1176.325,0.642,0.705,0.0,0.0,0.705,0.0,0.0
31,960,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,4,3,2,144.0,1.0,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.01563,0.32987,0.30417,0.27646,0.5834,0.3769,0.37314,1286.002,0.749,0.805,0.0,0.0,0.805,0.461,0.461
32,1052,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,3,2,2,72.0,1.125,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.9044,0.28774,0.26128,0.24007,0.49792,0.31945,0.30681,680.607,0.572,0.641,0.0,0.0,0.641,0.0,0.0
33,1052,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,3,2,2,72.0,1.125,0.0180545,0.5182,0.41381,50.58513,0.12461,0.05943,6.64182,2.17624,1281.62753,0.16,11.14,0.8768,0.31316,0.28489,0.2615,0.55417,0.35313,0.34127,668.678,0.616,0.717,0.0,0.0,0.717,0.0,0.0
36,2476,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,1.546,0.36627,70.20761,0.19539,0.0551,16.95212,4.11719,2750.56367,1.7,39.07,0.69509,0.27343,0.25532,0.23013,0.37766,0.30405,0.30196,384.955,0.308,0.299,0.0,0.0,0.308,0.0,0.0
34,949,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,5,3,2,180.0,1.25,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.96368,0.30847,0.28105,0.26111,0.57461,0.37975,0.35755,1781.979,0.789,0.849,0.0,0.0,0.849,2.773,2.773
35,949,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,5,3,2,180.0,1.25,0.0180545,0.6317,0.49082,53.90067,0.11195,0.07601,10.13285,3.55958,1740.81558,0.52,13.78,0.8964,0.33585,0.30658,0.28452,0.63063,0.41766,0.39541,1667.227,0.859,0.905,0.0,0.0,0.905,3.542,3.542
37,990,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,0.4473,0.43521,33.62016,0.07875,0.07258,6.82335,3.24617,1693.71221,0.1,14.71,0.84667,0.29458,0.27548,0.24578,0.49933,0.37541,0.36972,1211.481,0.728,0.746,0.0,0.0,0.746,2.108,2.108
38,410,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,5,5,2,300.0,1.33333,0.0180545,0.4265,0.42675,27.78368,0.06637,0.0618,5.40371,1.26995,734.36209,0.12,6.255,0.892,0.3148,0.29476,0.26864,0.52539,0.40907,0.39378,2663.8,0.666,0.679,0.0,0.0,0.679,0.449,0.449
34,3282,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,5,3,2,180.0,1.25,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.66539,0.30847,0.28105,0.26111,0.56264,0.37344,0.3505,1594.377,0.702,0.81,0.0,0.0,0.81,0.431,0.431
35,3282,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,5,3,2,180.0,1.25,0.0180545,1.1888,0.32222,68.54745,0.21686,0.05707,12.07112,4.86884,2558.18179,1.48,21.616,0.63396,0.33585,0.30658,0.28452,0.59371,0.39839,0.37464,1500.652,0.7,0.717,0.0,0.0,0.717,0.0,0.0
37,998,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,0.5345,0.39747,45.61678,0.11699,0.07765,8.98781,2.78549,1418.06102,0.24,11.33,0.86584,0.29458,0.27548,0.24578,0.45412,0.35071,0.34777,1077.892,0.578,0.558,0.0,0.0,0.578,0.0,0.0
31,962,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,4,3,2,144.0,1.0,0.0180545,0.6325,0.40818,51.37601,0.1283,0.10843,13.27285,7.243,3140.96484,0.92,29.4,0.9066,0.32987,0.30417,0.27646,0.47013,0.35769,0.3441,1428.701,0.887,0.913,0.0,0.0,0.913,4.405,2.175
34,960,20.0,500.0,0.08875,0.1225,3.0,4.0,2.9,5,3,2,180.0,1.25,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,0.98411,0.30847,0.28105,0.26111,0.57567,0.38025,0.36025,1847.294,0.927,1.029,0.0,0.0,1.029,7.095,4.194
36,3319,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,2,2,2,48.0,1.33333,0.0180545,1.2023,0.45751,84.55813,0.1884,0.06145,15.00242,7.27355,4059.83503,0.94,38.08,0.87236,0.27343,0.25532,0.23013,0.43504,0.33051,0.3202,547.354,0.507,0.544,0.0,0.0,0.544,0.0,0.0
35,960,20.0,500.0,0.08875,0.1225,3.0,4.0,3.1,5,3,2,180.0,1.25,0.0180545,0.6213,0.40079,35.57329,0.09048,0.08888,10.69833,2.43195,1118.51994,0.42,7.97,1.03264,0.33585,0.30658,0.28452,0.58436,0.39699,0.37702,1622.812,0.771,0.805,0.0,0.0,0.805,1.233,1.233
37,1045,20.0,500.0,0.08875,0.1225,4.0,3.0,2.9,3,3,2,108.0,1.33333,0.0180545,1.0312,0.67999,62.38249,0.09352,0.07601,17.70292,2.22366,1180.35554,0.2,11.93,0.90805,0.29458,0.27548,0.24578,0.46574,0.35488,0.35053,1058.686,0.582,0.574,0.0,0.0,0.582,0.0,0.0
