PGA (g),PoE(IO),PoE(LS),PoE(CP)
0.5025025025025025,0.9919842551667665,0.8627385314201141,0.4717229030508525
0.5045045045045045,0.9921887110956175,0.8647540178842009,0.4746695588123137
0.5065065065065065,0.9923877820490485,0.8667412602899155,0.47760592290341575
0.5085085085085085,0.9925816132842513,0.868700598653126,0.4805319129589429
0.5105105105105106,0.9927703460911099,0.8706323708655679,0.48344744929195577
0.5125125125125125,0.9929541178999808,0.8725369126333549,0.4863524548542035
0.5145145145145145,0.9931330623866512,0.8744145574190152,0.4892468551967625
0.5165165165165165,0.9933073095745442,0.8762656363869372,0.49213057843090624
0.5185185185185185,0.9934769859342341,0.8780904783521142,0.4950035551892189
0.5205205205205206,0.9936422144803364,0.879889409732078,0.4978657185869621
0.5225225225225225,0.9938031148658361,0.881662754501918,0.5007170041837004
0.5245245245245245,0.9939598034739139,0.8834108341522775,0.5035573499451974
0.5265265265265265,0.9941123935073338,0.8851339676502317,0.5063866962055869
0.5285285285285285,0.9942609950754485,0.8868324714029423,0.5092049856298274
0.5305305305305306,0.994405715278884,0.8885066592239999,0.5120121631764479
0.5325325325325325,0.9945466582919585,0.8901568423023534,0.5148081760605884
0.5345345345345345,0.9946839254428932,0.8917833291737396,0.517592973717344
0.5365365365365365,0.9948176152918685,0.893386425694523,0.5203665077654167
0.5385385385385385,0.9949478237069815,0.8949664350178577,0.523128731971078
0.5405405405405406,0.9950746439381567,0.8965236575720893,0.5258796022124523
0.5425425425425425,0.9951981666890608,0.8980583910413121,0.528619076444119
0.5445445445445445,0.9953184801870737,0.8995709303480051,0.5313471146620429
0.5465465465465466,0.9954356702513655,0.901061567637665,0.5340636788688329
0.5485485485485485,0.9955498203591256,0.9025305922653636,0.5367687330393337
0.5505505505505506,0.9956610117099949,0.903978290784156,0.5394622430865549
0.5525525525525525,0.9957693232887443,0.9054049469352656,0.5421441768279369
0.5545545545545546,0.9958748319262473,0.9068108416399794,0.5448145039519607
0.5565565565565566,0.995977612358789,0.9081962529931844,0.5474731959850985
0.5585585585585585,0.9960777372857575,0.9095614562584805,0.5501202262591127
0.5605605605605606,0.9961752774257571,0.9109067238648054,0.5527555698787002
0.5625625625625625,0.9962703015711862,0.9122323254045099,0.5553792036894859
0.5645645645645646,0.9963628766413213,0.9135385276328246,0.5579911062463672
0.5665665665665666,0.9964530677339444,0.9148255944686587,0.5605912577822082
0.5685685685685685,0.9965409381755537,0.916093786996675,0.5631796401768875
0.5705705705705706,0.9966265495701955,0.917343363470585,0.5657562369266964
0.5725725725725725,0.9967099618469522,0.9185745793176143,0.5683210331140914
0.5745745745745746,0.9967912333061248,0.9197876871440833,0.5708740153777999
0.5765765765765766,0.9968704206641427,0.9209829367420541,0.5734151718832778
0.5785785785785785,0.9969475790972355,0.9221605750969971,0.5759444922935218
0.5805805805805806,0.9970227622839014,0.9233208463964292,0.5784619677402335
0.5825825825825826,0.9970960224462017,0.9244639920394766,0.5809675907953348
0.5845845845845846,0.9971674103899161,0.9255902506473225,0.5834613554428375
0.5865865865865866,0.9972369755435884,0.9266998580744918,0.5859432570510612
0.5885885885885885,0.997304765996491,0.9277930474209369,0.5884132923452032
0.5905905905905906,0.9973708285355407,0.9288700490448807,0.5908714593802561
0.5925925925925926,0.9974352086811917,0.9299310905763802,0.593317757514273
0.5945945945945946,0.997497950722335,0.9309763969315746,0.5957521873819815
0.5965965965965966,0.9975590977502306,0.932006190327578,0.5981747508687401
0.5985985985985985,0.9976186916914985,0.9330206902979868,0.6005854510848401
0.6006006006006006,0.9976767733401971,0.9340201137089638,0.6029842923401492
0.6026026026026026,0.9977333823890088,0.9350046747758695,0.6053712801190944
0.6046046046046046,0.9977885574595622,0.9359745850804081,0.6077464210559859
0.6066066066066066,0.9978423361319125,0.9369300535882575,0.6101097229106752
0.6086086086086087,0.9978947549732025,0.937871286667155,0.6124611945445501
0.6106106106106106,0.9979458495655281,0.9387984881054089,0.6148008458968606
0.6126126126126126,0.9979956545330306,0.9397118591308111,0.6171286879613769
0.6146146146146146,0.9980442035682343,0.9406115984299231,0.6194447327633757
0.6166166166166166,0.9980915294576542,0.9414979021677083,0.6217489933369512
0.6186186186186187,0.9981376641066908,0.9423709640074903,0.6240414837026526
0.6206206206206206,0.9981826385638332,0.94323097513121,0.6263222188454403
0.6226226226226226,0.9982264830441897,0.9440781242599605,0.6285912146929638
0.6246246246246246,0.9982692269523635,0.9449125976747776,0.6308484880941545
0.6266266266266266,0.998310898904693,0.9457345792376654,0.6330940567981334
0.6286286286286287,0.9983515267508735,0.946544250412835,0.6353279394334299
